Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
55,orig_lobbyregister_2022-09-08_#R005157,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005157,2022-09-08,,"Aktionsbündnis ""Für die Würde unserer Städte""","Aktionsbündnis ""Für die Würde unserer Städte""",norm_lobbyregister_eintrag_2022-09-19_#0000696,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit",,60001.0,70000.0,01/21,12/21,1,10,,,65.0,2022-06-02,,,"Stadt Solingen,Stadt Wuppertal,Stadt Brandenburg an der Havel,Stadt Cottbus,Stadt Frankfurt (Oder),Stadt Mörfelden-Walldorf,Stadt Offenbach,Stadt Schwerin,Stadt Strasburg (Um.),Stadt Mettmann,Stadt Wismar,Stadt Cuxhaven,Stadt Geestland,Stadt Salzgitter,Stadt Obertshausen,Stadt Ginsheim-Gustavsburg,Stadt Völklingen,Stadt Saarbrücken,Stadt Wülfrath,Stadt Frankenthal,Stadt Kaiserslautern,Stadt Koblenz,Stadt Lahnstein,Stadt Ludwigshafen,Stadt Mainz,Stadt Mayen,Stadt Neustadt an der Weinstraße,Stadt Neuwied,Stadt Pirmasens,Stadt Trier,Stadt Worms,Stadt Zweibrücken,Stadt Bochum,Stadt Bottrop,Stadt Dinslaken,Stadt Dorsten,Stadt Dortmund,Stadt Duisburg,Ennepe-Ruhr-Kreis,Stadt Essen,Stadt Gelsenkirchen,Stadt Gladbeck,Stadt Hagen,Stadt Hamm,Stadt Hattingen,Stadt Herne,Stadt Krefeld,Kreis Recklinghausen,Kreis Unna,Kreis Wesel,Stadt Leverkusen,Stadt Löhne,Stadt Lünen,Stadt Moers,Stadt Mönchengladbach,Stadt Mülheim an der Ruhr,Stadt Oberhausen,Stadt Recklinghausen,Stadt Remscheid,Stadt Schwerte,Stadt Voerde,Stadt Waldbröl,Stadt Werne,Stadt Wesel,Stadt Witten",65.0
56,orig_lobbyregister_2022-09-08_#R005156,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005156,2022-09-08,,Norddeutsche Landesbank - Girozentrale -,Norddeutsche Landesbank - Girozentrale -,norm_lobbyregister_eintrag_2022-09-19_#0018215,Anstalt des öffentlichen Rechts,Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,01/21,12/21,1,10,Jürgen Broers,,,,"Bundesverbandes Windenergie e.V.,WAB e.V.",2.0,,
57,orig_lobbyregister_2022-09-08_#R005155,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005155,2022-09-08,,Kiynyaga Biotech Campus GmbH,Kiynyaga Biotech Campus GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015527,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,0,0,,,,,,,,
58,orig_lobbyregister_2022-09-08_#R005154,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005154,2022-09-08,,OSRAM GmbH,OSRAM GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018507,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,30001.0,40000.0,10/21,12/21,1,10,"Frank Hohn,Otmar Franz,Stephane Himber,Ingo Bank",,,,"ZVEI,Bitkom,Lighting Europe,VDA,GABC,IMAT",6.0,,
59,orig_lobbyregister_2022-09-08_#R005153,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005153,2022-09-08,,Berufsverband Führungskräfte Deutscher Bahnen e. V.,Berufsverband Führungskräfte Deutscher Bahnen e. V.,norm_lobbyregister_eintrag_2022-09-19_#0002891,Eingetragener Verein (e. V.),Berufsverband,10001.0,20000.0,01/21,12/21,11,20,,,1069.0,2022-08-30,,,,
60,orig_lobbyregister_2022-09-08_#R005152,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005152,2022-09-08,,APROVIS Energy Systems GmbH,APROVIS Energy Systems GmbH,norm_lobbyregister_eintrag_2022-09-19_#0001204,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,,,,,"Bundesverband Kraft-Wärmekopplung e.V.,Fachverband Biogas e.V.",2.0,,
61,orig_lobbyregister_2022-09-08_#R005151,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005151,2022-09-08,,Airbus Urban Mobility GmbH,Airbus Urban Mobility GmbH,norm_lobbyregister_eintrag_2022-09-19_#0000595,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,1,10,,,,,,,,
62,orig_lobbyregister_2022-09-08_#R005150,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005150,2022-09-08,,Ravensburger Freizeit und Promotion GmbH,Ravensburger Freizeit und Promotion GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019276,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,1,10,,,,,Verband Deutscher Freizeitparks und Freizeitunternehmen e.V.,1.0,,
63,orig_lobbyregister_2022-09-08_#R005149,lobbyregister_lobbyist,lobbyregister,2022-09-08,R005149,2022-09-08,,Europäische Feuerstätten Arbeitsgemeinschaft e.V.,Europäische Feuerstätten Arbeitsgemeinschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009846,Eingetragener Verein (e. V.),Berufsverband,1.0,10000.0,01/21,12/21,1,10,Johannes Gerstner,,34.0,2022-03-23,Deutsche Gesellschaft für Verbandsmanagement e.V.,1.0,,
64,orig_lobbyregister_2022-09-07_#R005148,lobbyregister_lobbyist,lobbyregister,2022-09-07,R005148,2022-09-07,,Netzwerk der Spargel- und Beerenverbände e.V.,Netzwerk der Spargel- und Beerenverbände e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017991,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,08/21,12/21,1,10,,,4.0,2022-01-01,,,,
65,orig_lobbyregister_2022-09-07_#R005147,lobbyregister_lobbyist,lobbyregister,2022-09-07,R005147,2022-09-07,,Kompetenzzentrum Bürgerbeteiligung e.V.,Kompetenzzentrum Bürgerbeteiligung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0015716,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",,,,,0,0,,,13.0,2022-08-05,,,,
66,orig_lobbyregister_2022-09-07_#R005146,lobbyregister_lobbyist,lobbyregister,2022-09-07,R005146,2022-09-07,,Bund zur Förderung Sehbehinderter e.V. (BFS),Bund zur Förderung Sehbehinderter e.V. (BFS),norm_lobbyregister_eintrag_2022-09-19_#0005385,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,1,10,,,1000.0,2022-01-01,"BAG Selbsthilfe e.V.,DBSV e.V.",2.0,,
67,orig_lobbyregister_2022-09-07_#R005145,lobbyregister_lobbyist,lobbyregister,2022-09-07,R005145,2022-09-07,,Bundesverband Deutscher Großhandelsapotheker e.V.,Bundesverband Deutscher Großhandelsapotheker e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004573,Eingetragener Verein (e. V.),Berufsverband,1.0,10000.0,01/21,12/21,1,10,,,50.0,2022-06-30,,,,
68,orig_lobbyregister_2022-09-07_#R005144,lobbyregister_lobbyist,lobbyregister,2022-09-07,R005144,2022-09-07,,Verband Deutscher KonzertChöre e.V.,Verband Deutscher KonzertChöre e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023185,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/21,12/21,0,0,,,542.0,2022-08-31,"Bundesmusikverband Chor & Orchester e.V.,Deutscher Musikrat e.V.",2.0,,
69,orig_lobbyregister_2022-09-07_#R005143,lobbyregister_lobbyist,lobbyregister,2022-09-07,R005143,2022-09-07,,Europäische Akademie Mecklenburg-Vorpommern e.V.,Europäische Akademie Mecklenburg-Vorpommern e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009822,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/21,12/21,1,10,,,35.0,2022-02-28,Gesellschaft der Europäischen Akademien e.V.,1.0,,
70,orig_lobbyregister_2022-09-07_#R005142,lobbyregister_lobbyist,lobbyregister,2022-09-07,R005142,2022-09-07,,Annette Seehaus-Arnold,Annette Seehaus-Arnold,norm_lobbyregister_eintrag_2022-09-19_#0001124,,Privatperson,0.0,0.0,11/20,10/21,1,10,,,,,,,,
71,orig_lobbyregister_2022-09-06_#R005141,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005141,2022-09-06,,Wolf Power Systems,Wolf Power Systems,norm_lobbyregister_eintrag_2022-09-19_#0024871,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,,,,,"VDMA,B.KWK",2.0,,
72,orig_lobbyregister_2022-09-06_#R005140,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005140,2022-09-06,,WaterAid,WaterAid,norm_lobbyregister_eintrag_2022-09-19_#0024323,Andere Rechtsform nach anderem als deutschem Recht,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",30001.0,40000.0,04/21,03/22,1,10,"Alexia Knappmann,Bernie Aryeetey,Catherine Whitehead",,,,"WaterAid ist eine Föderation mit sieben Mitgliedern: Großbritannien, Amerika, Australien, Kanada, Indien, Japan und Schweden. Alle Mitglieder des Verbandes sind unabhängig voneinander gegründete Organisationen mit eigenen Vorständen. WaterAid ist in 28 Ländern tätig. https://www.wateraid.org/uk/where-we-work,WaterAid ist in Deutschland assoziiertes Mitglied im WASH-Netzwerk",7.0,,
73,orig_lobbyregister_2022-09-06_#R005139,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005139,2022-09-06,,Centre for Planetary Health Policy,Centre for Planetary Health Policy,norm_lobbyregister_eintrag_2022-09-19_#0005739,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",,,,,1,10,"Remco van de Pas,Kathy Wabnitz,Dorothea Baltruks,Sophie Gepp,Franziska Matthies",,,,,,,
74,orig_lobbyregister_2022-09-06_#R005138,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005138,2022-09-06,,Achim Klein,Achim Klein,norm_lobbyregister_eintrag_2022-09-19_#0000262,,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",1.0,10000.0,07/21,06/22,1,10,,,,,,,,
75,orig_lobbyregister_2022-09-06_#R005137,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005137,2022-09-06,,QRC Qualitätsring Coaching und Beratung e.V.,QRC Qualitätsring Coaching und Beratung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019163,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/21,12/21,1,10,,,150.0,2021-12-31,Roundtable der Coachingverbände,1.0,,
76,orig_lobbyregister_2022-09-06_#R005136,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005136,2022-09-06,,VCD Kreisverband Heinsberg-Mönchengladbach-Viersen,VCD Kreisverband Heinsberg-Mönchengladbach-Viersen,norm_lobbyregister_eintrag_2022-09-19_#0022551,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,02/21,01/22,0,0,,,270.0,2021-12-31,VCD Bundesverband,1.0,,
77,orig_lobbyregister_2022-09-06_#R005135,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005135,2022-09-06,,Idorsia Pharmaceuticals Germany GmbH,Idorsia Pharmaceuticals Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0013652,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,,,,,"vfa Verband der forschenden Arzneimittelhersteller e.V.,FSA Verein Freiwillige Selbstkontrolle für die Arzneimittelindustrie e.V.",2.0,,
78,orig_lobbyregister_2022-09-06_#R005134,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005134,2022-09-06,,Agrarservice Lass GmbH,Agrarservice Lass GmbH,norm_lobbyregister_eintrag_2022-09-19_#0000509,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,07/21,06/22,1,10,,,,,,,,
79,orig_lobbyregister_2022-09-06_#R005133,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005133,2022-09-06,,SOLYTIC GmbH,SOLYTIC GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020362,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0.0,0.0,01/21,12/21,1,10,,,,,"Tech for Net Zero Allianz,Bundesverband Deutsche Startups",2.0,,
80,orig_lobbyregister_2022-09-05_#R005132,lobbyregister_lobbyist,lobbyregister,2022-09-05,R005132,2022-09-05,,Virtuelles Krankenhaus NRW gGmbH,Virtuelles Krankenhaus NRW gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0024029,Gesellschaft mit beschränkter Haftung (GmbH),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001.0,30000.0,01/21,12/21,11,20,,,,,"Deutsche Gesellschaft für Telemedizin e. V.,MedEcon Ruhr GmbH,Verein Elektronische Fallakte e. V.",3.0,,
81,orig_lobbyregister_2022-09-05_#R005131,lobbyregister_lobbyist,lobbyregister,2022-09-05,R005131,2022-09-05,,Familienbetriebe Land und Forst NRW e.V.,Familienbetriebe Land und Forst NRW e.V.,norm_lobbyregister_eintrag_2022-09-19_#0010716,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",310001.0,320000.0,01/21,12/21,1,10,"Svenja Beckmann,Monika Scholz",,271.0,2022-08-23,"DLG - Deutsche Landwirtschafts-Gesellschaft,VLI Verbindungsstelle Landwirtschaft-Industrie e.V.,Vereinigte Westfälische Adelsarchive",3.0,,
82,orig_lobbyregister_2022-09-05_#R005130,lobbyregister_lobbyist,lobbyregister,2022-09-05,R005130,2022-09-05,,Europäische Vereinigung der Binnenschiffer e.V. - anerkannter Berufsverband,Europäische Vereinigung der Binnenschiffer e.V. - anerkannter Berufsverband,norm_lobbyregister_eintrag_2022-09-19_#0009947,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,20001.0,30000.0,01/21,12/21,0,0,,,85.0,2022-01-01,"EBU,ESO,über EBU und ESO auch bei IWT,KBN (vorher CBRB und BLN),Schifferbörse Duisburg e.V.,HTG Gesellschaft",6.0,,
83,orig_lobbyregister_2022-09-05_#R005129,lobbyregister_lobbyist,lobbyregister,2022-09-05,R005129,2022-09-05,,Malte Biss,Malte Biss,norm_lobbyregister_eintrag_2022-09-19_#0017025,,Unternehmen,0.0,0.0,01/21,01/22,1,10,,,,,,,,
84,orig_lobbyregister_2022-09-05_#R005128,lobbyregister_lobbyist,lobbyregister,2022-09-05,R005128,2022-09-05,,Verband für Elektroschifffahrt und Ladeinfrastruktur e.V.,Verband für Elektroschifffahrt und Ladeinfrastruktur e.V.,norm_lobbyregister_eintrag_2022-09-19_#0023329,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/21,12/21,1,10,,,10.0,2022-08-25,,,,
85,orig_lobbyregister_2022-09-05_#R005127,lobbyregister_lobbyist,lobbyregister,2022-09-05,R005127,2022-09-05,,Verlagsgruppe Droemer Knaur GmbH & Co. KG,Verlagsgruppe Droemer Knaur GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0023897,Sonstige Personengesellschaft,Unternehmen,1.0,10000.0,01/21,12/21,1,10,"Ralf Reuther-Laure,Margit Ketterle",,,,Börsenverein des Deutschen Buchhandels,1.0,,
86,orig_lobbyregister_2022-09-15_#R005126,lobbyregister_lobbyist,lobbyregister,2022-09-15,R005126,2022-09-04,2022-09-15,Bündnis Junge Ärzte,Bündnis Junge Ärzte,norm_lobbyregister_eintrag_2022-09-19_#0005344,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",,,,,0,0,,,27.0,2022-08-01,,,,
87,orig_lobbyregister_2022-09-03_#R005125,lobbyregister_lobbyist,lobbyregister,2022-09-03,R005125,2022-09-03,,Herborner Weltladen e.V.,Herborner Weltladen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0013238,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,1,10,,,57.0,2022-08-01,"Weltladen Dachverband e.V.,Weltläden in Hessen e.V.,Weltpartner Ravensburg (Genossenschaft)",3.0,,
88,orig_lobbyregister_2022-09-03_#R005124,lobbyregister_lobbyist,lobbyregister,2022-09-03,R005124,2022-09-03,,Nichtraucherschutzverband Deutschland,Nichtraucherschutzverband Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0018142,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,01/21,12/21,0,0,,,65.0,2022-05-15,,,,
89,orig_lobbyregister_2022-09-06_#R005123,lobbyregister_lobbyist,lobbyregister,2022-09-06,R005123,2022-09-02,,IDT Biologika GmbH,IDT Biologika GmbH,norm_lobbyregister_eintrag_2022-09-19_#0013655,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0.0,0.0,01/21,12/21,1,10,,,,,"Verband forschender Arzneimittelhersteller e.V.,European Federation of Pharmaceutical Industries and Associations (EFPIA), Brüssel,IHK Halle-Dessau,Arbeitgeberverband Nordostchemie e.V.,Bundesverband Materialwirtschaft, Einkauf und Logistik e.V.,Bundesverband der Energie-Abnehmer e.V.,Bildungszentrum Wolfen-Bitterfeld e.V.,Creditreform,German Quality Management Association e.V.,Max-Planck-Gesellschaft,Parenteral Drug Association,Wirtschafts- und Industrieclub Anhalt e.V.",14.0,,
90,orig_lobbyregister_2022-09-02_#R005122,lobbyregister_lobbyist,lobbyregister,2022-09-02,R005122,2022-09-02,,Deutsche Gesellschaft für Endokrinologie e.V.,Deutsche Gesellschaft für Endokrinologie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006771,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/20,12/20,0,0,"Nicole Reisch,Jan Tuckermann",,1620.0,2022-01-01,AWMF,1.0,,
91,orig_lobbyregister_2022-09-02_#R005121,lobbyregister_lobbyist,lobbyregister,2022-09-02,R005121,2022-09-02,,enua Pharma GmbH,enua Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009502,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,1,10,,,,,"BPC (Bundesverband pharmazeutischer Cannabinoidunternehmen),Cannabinoid medicines (International Association for Cannabinoid Medicines),VCA (Verband der Cannabis Versorgenden Apotheken e.V.)",3.0,,
92,orig_lobbyregister_2022-09-02_#R005120,lobbyregister_lobbyist,lobbyregister,2022-09-02,R005120,2022-09-02,,Markus Meyer,Markus Meyer,norm_lobbyregister_eintrag_2022-09-19_#0017117,,Unternehmen,,,,,1,10,,,,,,,,
93,orig_lobbyregister_2022-09-02_#R005119,lobbyregister_lobbyist,lobbyregister,2022-09-02,R005119,2022-09-02,,Singaporean-German Chamber of Industry and Commerce,Singaporean-German Chamber of Industry and Commerce,norm_lobbyregister_eintrag_2022-09-19_#0020226,Andere Rechtsform nach anderem als deutschem Recht,Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,01/21,12/21,11,20,"Sebastian Zeitler,Lakshmi Swarnam,Sabine Florian",,610.0,2021-12-31,"Deutsche Industrie- und Handelskammertag,German European School Singapore,Singapore Manufacturing Association,Singapore Business Federation,EuroCham Singapore",5.0,,
94,orig_lobbyregister_2022-09-02_#R005118,lobbyregister_lobbyist,lobbyregister,2022-09-02,R005118,2022-09-02,,Katholische Frauengemeinschaft Deutschlands (kfd) - Bundesverband e. V.,Katholische Frauengemeinschaft Deutschlands (kfd) - Bundesverband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0015394,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001.0,30000.0,01/21,12/21,31,40,Jutta Flüthmann,,350000.0,2022-08-01,,,,
95,orig_lobbyregister_2022-09-02_#R005117,lobbyregister_lobbyist,lobbyregister,2022-09-02,R005117,2022-09-02,,GANG-WAY,GANG-WAY,norm_lobbyregister_eintrag_2022-09-19_#0011827,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,,,,,,,,
96,orig_lobbyregister_2022-09-02_#R005116,lobbyregister_lobbyist,lobbyregister,2022-09-02,R005116,2022-09-02,,Kennametal Holding GmbH,Kennametal Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0015447,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,07/20,06/21,1,10,"Werner Parlow,Manuel  Wacinski,Gaby Mlnarik",,,,,,,
97,orig_lobbyregister_2022-09-01_#R005115,lobbyregister_lobbyist,lobbyregister,2022-09-01,R005115,2022-09-01,,blackned GmbH,blackned GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003163,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,10001.0,20000.0,01/21,12/21,1,10,Peter Obermark,,,,"BDSV e.V.,Bitkom e.V.,Förderkreis Deutsches Heer e.V.,Cyber-Sicherheitsrat Deutschland e.V.",4.0,,
98,orig_lobbyregister_2022-09-01_#R005114,lobbyregister_lobbyist,lobbyregister,2022-09-01,R005114,2022-09-01,,WHS Foundation GmbH,WHS Foundation GmbH,norm_lobbyregister_eintrag_2022-09-19_#0024499,Gesellschaft mit beschränkter Haftung (GmbH),"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",1.0,10000.0,01/21,12/21,1,10,,,,,German Health Alliance,1.0,,
99,orig_lobbyregister_2022-09-01_#R005113,lobbyregister_lobbyist,lobbyregister,2022-09-01,R005113,2022-09-01,,DentaDox MVZ GmbH,DentaDox MVZ GmbH,norm_lobbyregister_eintrag_2022-09-19_#0006499,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,171,180,,,,,Bundesverband für nachhaltige Zahnheilkunde,1.0,,
100,orig_lobbyregister_2022-09-01_#R005112,lobbyregister_lobbyist,lobbyregister,2022-09-01,R005112,2022-09-01,,Alfred Gertler,Alfred Gertler,norm_lobbyregister_eintrag_2022-09-19_#0000807,,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",0.0,0.0,01/21,12/21,1,10,,,,,,,Fieldstone GmbH,1.0
101,orig_lobbyregister_2022-09-01_#R005111,lobbyregister_lobbyist,lobbyregister,2022-09-01,R005111,2022-09-01,,Bundesarbeitsgemeinschaft von Selbsthilfeeinrichtungen - Solidargemeinschaften im Gesundheitswesen e.V. (BASSG),Bundesarbeitsgemeinschaft von Selbsthilfeeinrichtungen - Solidargemeinschaften im Gesundheitswesen e.V. (BASSG),norm_lobbyregister_eintrag_2022-09-19_#0003784,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0.0,0.0,01/21,12/21,1,10,,,4.0,2022-08-16,,,,
102,orig_lobbyregister_2022-08-31_#R005110,lobbyregister_lobbyist,lobbyregister,2022-08-31,R005110,2022-08-31,,Bundesverband Kreativbrauer e.V.,Bundesverband Kreativbrauer e.V.,norm_lobbyregister_eintrag_2022-09-19_#0004873,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,12/20,12/21,1,10,,,64.0,2022-01-18,,,,
