Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
139,orig_lobbyregister_2022-07-20_#0014325,lobbyregister_client,lobbyregister,2022-07-20,Bayerische Motoren Werke Aktiengesellschaft,Bayerische Motoren Werke Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0002386,
140,orig_lobbyregister_2022-07-28_#0014326,lobbyregister_client,lobbyregister,2022-07-28,Bayerischer Versicherungsverband Versicherungsaktiengesellschaft,Bayerischer Versicherungsverband Versicherungsaktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0002426,
141,orig_lobbyregister_2022-09-13_#0014327,lobbyregister_client,lobbyregister,2022-09-13,BAYERNOIL Raffineriegesellschaft mbH,BAYERNOIL Raffineriegesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0002472,
142,orig_lobbyregister_2022-07-28_#0014328,lobbyregister_client,lobbyregister,2022-07-28,Bayern-Versicherung Lebensversicherung Aktiengesellschaft,Bayern-Versicherung Lebensversicherung Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0002474,
143,orig_lobbyregister_2022-07-07_#0014329,lobbyregister_client,lobbyregister,2022-07-07,Bayernwerk Netz GmbH,Bayernwerk Netz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002476,
144,orig_lobbyregister_2022-09-01_#0014330,lobbyregister_client,lobbyregister,2022-09-01,BayWa Aktiengesellschaft,BayWa Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0002497,
145,orig_lobbyregister_2022-06-02_#0014331,lobbyregister_client,lobbyregister,2022-06-02,BayWa r.e. Energy Ventures GmbH,BayWa r.e. Energy Ventures GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002499,
146,orig_lobbyregister_2022-04-26_#0014332,lobbyregister_client,lobbyregister,2022-04-26,B-Connect GmbH,B-Connect GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002544,
147,orig_lobbyregister_2022-06-02_#0014333,lobbyregister_client,lobbyregister,2022-06-02,BDEW Bundesverband der Energie- und Wasserwirtschaft e.V.,BDEW Bundesverband der Energie- und Wasserwirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002559,
148,orig_lobbyregister_2022-02-23_#0014334,lobbyregister_client,lobbyregister,2022-02-23,BDSAV Bundesverband Deutscher Sonderabfall-verbrennungsanlagen e.V.,BDSAV Bundesverband Deutscher Sonderabfall-verbrennungsanlagen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002627,
149,orig_lobbyregister_2022-02-25_#0014335,lobbyregister_client,lobbyregister,2022-02-25,BDV e.V.,BDV e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002648,
150,orig_lobbyregister_2022-09-01_#0014336,lobbyregister_client,lobbyregister,2022-09-01,bedrocan international,bedrocan international,norm_lobbyregister_eintrag_2022-09-19_#0002674,
151,orig_lobbyregister_2022-03-01_#0014337,lobbyregister_client,lobbyregister,2022-03-01,Bell Textron Inc.,Bell Textron Inc.,norm_lobbyregister_eintrag_2022-09-19_#0002715,
152,orig_lobbyregister_2022-04-26_#0014338,lobbyregister_client,lobbyregister,2022-04-26,BEM / Bundesverband eMobilität e.V.,BEM / Bundesverband eMobilität e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002716,
153,orig_lobbyregister_2022-03-16_#0014339,lobbyregister_client,lobbyregister,2022-03-16,Bergische Industrie- und Handelskammer Wuppertal-Solingen-Remscheid,Bergische Industrie- und Handelskammer Wuppertal-Solingen-Remscheid,norm_lobbyregister_eintrag_2022-09-19_#0002744,
154,orig_lobbyregister_2022-04-26_#0014340,lobbyregister_client,lobbyregister,2022-04-26,Bergische Struktur- und Wirtschaftsförderungsgesellschaft mbH,Bergische Struktur und Wirtschaftsförderungsgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0002745,
155,orig_lobbyregister_2022-04-20_#0014341,lobbyregister_client,lobbyregister,2022-04-20,Berlin Cures GmbH,Berlin Cures GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002764,
156,orig_lobbyregister_2022-06-02_#0014342,lobbyregister_client,lobbyregister,2022-06-02,Berliner Stadtreinigungsbetriebe AöR,Berliner Stadtreinigungsbetriebe AöR,norm_lobbyregister_eintrag_2022-09-19_#0002801,
157,orig_lobbyregister_2022-04-19_#0014343,lobbyregister_client,lobbyregister,2022-04-19,Berlin Global Advisors (BGA) GmbH,Berlin Global Advisors (BGA) GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002808,
158,orig_lobbyregister_2022-03-21_#0014344,lobbyregister_client,lobbyregister,2022-03-21,Berlin Kommunikation UG,Berlin Kommunikation UG,norm_lobbyregister_eintrag_2022-09-19_#0002816,
159,orig_lobbyregister_2022-06-02_#0014345,lobbyregister_client,lobbyregister,2022-06-02,Berlin Partner für Wirtschaft und Technologie GmbH,Berlin Partner für Wirtschaft und Technologie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002821,
160,orig_lobbyregister_2022-03-21_#0014346,lobbyregister_client,lobbyregister,2022-03-21,Bernstein Health,Bernstein Health,norm_lobbyregister_eintrag_2022-09-19_#0002835,
161,orig_lobbyregister_2022-05-31_#0014347,lobbyregister_client,lobbyregister,2022-05-31,Berufsverband der Ärzte und Psychologischen Psychotherapeuten in der Schmerz- und Palliativmedizin in Deutschland e.V. (BVSD),Berufsverband der Ärzte und Psychologischen Psychotherapeuten in der Schmerz- und Palliativmedizin in Deutschland e.V. (BVSD),norm_lobbyregister_eintrag_2022-09-19_#0002851,
162,orig_lobbyregister_2022-04-20_#0014348,lobbyregister_client,lobbyregister,2022-04-20,Berufsverband der Berufsbetreuer (BdB),Berufsverband der Berufsbetreuer (BdB),norm_lobbyregister_eintrag_2022-09-19_#0002853,
163,orig_lobbyregister_2022-05-10_#0014349,lobbyregister_client,lobbyregister,2022-05-10,Berufsverband der Datenschutzbeauftragten Deutschlands (BvD) e.V.,Berufsverband der Datenschutzbeauftragten Deutschlands (BvD) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002857,
164,orig_lobbyregister_2022-05-31_#0014350,lobbyregister_client,lobbyregister,2022-05-31,Berufsverband der Deutschen Dermatologen e.V.,Berufsverband der Deutschen Dermatologen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002860,
165,orig_lobbyregister_2022-05-03_#0014351,lobbyregister_client,lobbyregister,2022-05-03,Berufsverband der Deutschen Urologen e. V. (BvDU),Berufsverband der Deutschen Urologen e. V. (BvDU),norm_lobbyregister_eintrag_2022-09-19_#0002864,
166,orig_lobbyregister_2022-02-21_#0014352,lobbyregister_client,lobbyregister,2022-02-21,Berufsverband Deutscher Oralchirurgen,Berufsverband Deutscher Oralchirurgen,norm_lobbyregister_eintrag_2022-09-19_#0002886,
167,orig_lobbyregister_2022-02-09_#0014353,lobbyregister_client,lobbyregister,2022-02-09,Berufsverband Deutscher Rheumatologen e.V.,Berufsverband Deutscher Rheumatologen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002890,
168,orig_lobbyregister_2022-05-03_#0014354,lobbyregister_client,lobbyregister,2022-05-03,Berufsverband Niedergelassener Gastroenterologen Deutschlands e.V. - bng,Berufsverband Niedergelassener Gastroenterologen Deutschlands e.V. - bng,norm_lobbyregister_eintrag_2022-09-19_#0002897,
169,orig_lobbyregister_2022-08-31_#0014355,lobbyregister_client,lobbyregister,2022-08-31,BeWo Anlagentechnik,BeWo Anlagentechnik,norm_lobbyregister_eintrag_2022-09-19_#0002937,
170,orig_lobbyregister_2022-03-03_#0014356,lobbyregister_client,lobbyregister,2022-03-03,BFS health finance GmbH,BFS health finance GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002972,
171,orig_lobbyregister_2022-01-07_#0014357,lobbyregister_client,lobbyregister,2022-01-07,BfTG,BfTG,norm_lobbyregister_eintrag_2022-09-19_#0002976,
172,orig_lobbyregister_2022-08-11_#0014358,lobbyregister_client,lobbyregister,2022-08-11,BFW Bundesverband Freier Immobilien- und Wohnungsunternehmen,BFW Bundesverband Freier Immobilien- und Wohnungsunternehmen,norm_lobbyregister_eintrag_2022-09-19_#0002979,
173,orig_lobbyregister_2022-03-22_#0014359,lobbyregister_client,lobbyregister,2022-03-22,BGA Berlin-Global-Advisors,BGA Berlin-Global-Advisors,norm_lobbyregister_eintrag_2022-09-19_#0002992,
174,orig_lobbyregister_2022-08-12_#0014360,lobbyregister_client,lobbyregister,2022-08-12,BIC,BIC,norm_lobbyregister_eintrag_2022-09-19_#0003013,
175,orig_lobbyregister_2022-09-07_#0014361,lobbyregister_client,lobbyregister,2022-09-07,Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,norm_a_watch_organisation_2022-09-19_#0003047,
176,orig_lobbyregister_2022-02-25_#0014362,lobbyregister_client,lobbyregister,2022-02-25,Bingmann Pflueger International,Bingmann Pflueger International,norm_lobbyregister_eintrag_2022-09-19_#0003056,
177,orig_lobbyregister_2022-08-31_#0014363,lobbyregister_client,lobbyregister,2022-08-31,BioEnergie Gettorf KG,BioEnergie Gettorf KG,norm_lobbyregister_eintrag_2022-09-19_#0003069,
178,orig_lobbyregister_2022-06-02_#0014364,lobbyregister_client,lobbyregister,2022-06-02,Biogasrat+ e. V. - dezentrale energien,Biogasrat+ e. V. - dezentrale energien,norm_lobbyregister_eintrag_2022-09-19_#0003075,
179,orig_lobbyregister_2022-08-31_#0014365,lobbyregister_client,lobbyregister,2022-08-31,Biogas Service Tarmstedt GmbH,Biogas Service Tarmstedt GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003077,
180,orig_lobbyregister_2022-02-28_#0014366,lobbyregister_client,lobbyregister,2022-02-28,Biogen GmbH,Biogen GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003079,
181,orig_lobbyregister_2022-08-31_#0014367,lobbyregister_client,lobbyregister,2022-08-31,BioG GmbH,BioG GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003080,
182,orig_lobbyregister_2022-03-03_#0014368,lobbyregister_client,lobbyregister,2022-03-03,BioMarin Deutschland GmbH,BioMarin Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003089,
183,orig_lobbyregister_2022-09-15_#0014369,lobbyregister_client,lobbyregister,2022-09-15,BioNTech SE,BioNTech SE,norm_lobbyregister_eintrag_2022-09-19_#0003097,
184,orig_lobbyregister_2022-04-28_#0014370,lobbyregister_client,lobbyregister,2022-04-28,BiPRO e.V.,BiPRO e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003115,
185,orig_lobbyregister_2022-08-09_#0014371,lobbyregister_client,lobbyregister,2022-08-09,Bird Rides Germany GmbH,Bird Rides Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003119,
186,orig_lobbyregister_2022-06-27_#0014372,lobbyregister_client,lobbyregister,2022-06-27,Björn Steiger Stiftung SbR,Björn Steiger Stiftung SbR,norm_lobbyregister_eintrag_2022-09-19_#0003146,
187,orig_lobbyregister_2022-09-15_#0014373,lobbyregister_client,lobbyregister,2022-09-15,BlackRock Asset Management Deutschland AG,BlackRock Asset Management Deutschland AG,norm_lobbyregister_eintrag_2022-09-19_#0003164,
188,orig_lobbyregister_2022-05-09_#0014374,lobbyregister_client,lobbyregister,2022-05-09,blikk Holding GmbH,blikk Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003171,
189,orig_lobbyregister_2022-07-18_#0014375,lobbyregister_client,lobbyregister,2022-07-18,blocknox GmbH,blocknox GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003176,
190,orig_lobbyregister_2022-06-02_#0014376,lobbyregister_client,lobbyregister,2022-06-02,bmp greengas GmbH,bmp greengas GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003225,
191,orig_lobbyregister_2022-06-21_#0014377,lobbyregister_client,lobbyregister,2022-06-21,BMW AG,BMW AG,norm_lobbyregister_eintrag_2022-09-19_#0003252,
192,orig_lobbyregister_2022-09-13_#0014378,lobbyregister_client,lobbyregister,2022-09-13,BNP Paribas S.A. Niederlassung Deutschland,BNP Paribas S.A. Niederlassung Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0003290,
193,orig_lobbyregister_2022-07-29_#0014379,lobbyregister_client,lobbyregister,2022-07-29,BODE Chemie GmbH,BODE Chemie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003299,
194,orig_lobbyregister_2022-02-22_#0014380,lobbyregister_client,lobbyregister,2022-02-22,Bode Chemie GmbH,Bode Chemie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003300,
195,orig_lobbyregister_2022-09-16_#0014381,lobbyregister_client,lobbyregister,2022-09-16,Boehringer Ingelheim Corporate Center GmbH,Boehringer Ingelheim Corporate Center GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003308,
196,orig_lobbyregister_2022-02-23_#0014382,lobbyregister_client,lobbyregister,2022-02-23,Boldt,Boldt,norm_lobbyregister_eintrag_2022-09-19_#0003315,
197,orig_lobbyregister_2022-08-09_#0014383,lobbyregister_client,lobbyregister,2022-08-09,Bolt Services DE GmbH,Bolt Services DE GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003317,
198,orig_lobbyregister_2022-09-07_#0014384,lobbyregister_client,lobbyregister,2022-09-07,Bombardier Transportation GmbH,Bombardier Transportation GmbH,norm_lobbypedia_parteispenden_2022-09-19_#0003323,
199,orig_lobbyregister_2022-09-15_#0014385,lobbyregister_client,lobbyregister,2022-09-15,Booking.com B.V.,Booking.com B.V.,norm_lobbyregister_eintrag_2022-09-19_#0003332,
200,orig_lobbyregister_2022-07-18_#0014386,lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart cats GmbH,Börse Stuttgart cats GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003338,
201,orig_lobbyregister_2022-07-18_#0014387,lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Digital Exchange GmbH,Börse Stuttgart Digital Exchange GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003339,
202,orig_lobbyregister_2022-07-18_#0014388,lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Digital Holding GmbH,Börse Stuttgart Digital Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003340,
203,orig_lobbyregister_2022-07-18_#0014389,lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Digital Ventures GmbH,Börse Stuttgart Digital Ventures GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003341,
204,orig_lobbyregister_2022-07-18_#0014390,lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart GmbH,Börse Stuttgart GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003342,
205,orig_lobbyregister_2022-07-18_#0014391,lobbyregister_client,lobbyregister,2022-07-18,Börse Stuttgart Securities GmbH,Börse Stuttgart Securities GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003343,
206,orig_lobbyregister_2022-09-07_#0014392,lobbyregister_client,lobbyregister,2022-09-07,Bosch Healthcare Solutions GmbH,Bosch Healthcare Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003345,
207,orig_lobbyregister_2022-05-31_#0014393,lobbyregister_client,lobbyregister,2022-05-31,Boston Scientific Medizintechnik GmbH,Boston Scientific Medizintechnik GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003348,
208,orig_lobbyregister_2022-06-02_#0014394,lobbyregister_client,lobbyregister,2022-06-02,BP Europe SE,BP Europe SE,norm_lobbyregister_eintrag_2022-09-19_#0003364,
209,orig_lobbyregister_2022-07-04_#0014395,lobbyregister_client,lobbyregister,2022-07-04,Braunschweiger Netz GmbH,Braunschweiger Netz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003400,
210,orig_lobbyregister_2022-06-02_#0014396,lobbyregister_client,lobbyregister,2022-06-02,Breakthrough Energy,Breakthrough Energy,norm_lobbyregister_eintrag_2022-09-19_#0003407,
211,orig_lobbyregister_2022-02-26_#0014397,lobbyregister_client,lobbyregister,2022-02-26,Bremer Toto und Lotto GmbH,Bremer Toto und Lotto GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003427,
212,orig_lobbyregister_2022-02-25_#0014398,lobbyregister_client,lobbyregister,2022-02-25,brighter AI,brighter AI,norm_lobbyregister_eintrag_2022-09-19_#0003431,
213,orig_lobbyregister_2022-03-03_#0014399,lobbyregister_client,lobbyregister,2022-03-03,Bristol-Myers Squibb GmbH & Co. KGaA,Bristol-Myers Squibb GmbH & Co. KGaA,norm_lobbyregister_eintrag_2022-09-19_#0003435,
214,orig_lobbyregister_2022-09-16_#0014400,lobbyregister_client,lobbyregister,2022-09-16,Brita Vivreau GmbH,Brita Vivreau GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003438,
215,orig_lobbyregister_2022-07-20_#0014401,lobbyregister_client,lobbyregister,2022-07-20,British American Tobacco (Industrie) GmbH,British American Tobacco (Industrie) GmbH,norm_lobbyregister_eintrag_2022-09-19_#0003440,
216,orig_lobbyregister_2022-08-26_#0014402,lobbyregister_client,lobbyregister,2022-08-26,Brüsseler Kreis e.V.,Brüsseler Kreis e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003474,
217,orig_lobbyregister_2022-03-03_#0014403,lobbyregister_client,lobbyregister,2022-03-03,BRZ,BRZ,norm_lobbyregister_eintrag_2022-09-19_#0003476,
218,orig_lobbyregister_2022-08-15_#0014404,lobbyregister_client,lobbyregister,2022-08-15,BSA Business Software Alliance,BSA Business Software Alliance,norm_lobbyregister_eintrag_2022-09-19_#0003478,
219,orig_lobbyregister_2022-06-02_#0014405,lobbyregister_client,lobbyregister,2022-06-02,BTGA - Bundesindustrieverband Technische Gebäudeausrüstung e.V.,BTGA - Bundesindustrieverband Technische Gebäudeausrüstung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003500,
220,orig_lobbyregister_2022-08-31_#0014406,lobbyregister_client,lobbyregister,2022-08-31,bue anlagentechnik gmbh,bue anlagentechnik gmbh,norm_lobbyregister_eintrag_2022-09-19_#0003512,
221,orig_lobbyregister_2022-09-15_#0014407,lobbyregister_client,lobbyregister,2022-09-15,Bund Deutscher Heilpraktiker (BDH) e.V.,Bund Deutscher Heilpraktiker (BDH) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003581,
222,orig_lobbyregister_2022-03-01_#0014408,lobbyregister_client,lobbyregister,2022-03-01,Bund Deutscher Heilpraktiker e.V.,Bund Deutscher Heilpraktiker e.V.,norm_lobbyregister_eintrag_2022-09-19_#0003582,
223,orig_lobbyregister_2022-04-07_#0014409,lobbyregister_client,lobbyregister,2022-04-07,Bundesarbeitsgemeinschaft Seniorenbüros,Bundesarbeitsgemeinschaft Seniorenbüros,norm_lobbyregister_eintrag_2022-09-19_#0003780,
224,orig_lobbyregister_2022-02-28_#0014410,lobbyregister_client,lobbyregister,2022-02-28,Bundesdeutscher Arbeitskreis für Umweltbewusstes Management (B.A.U.M.) e.V.,Bundesdeutscher Arbeitskreis für Umweltbewusstes Management (B.A.U.M.) e.V.,norm_a_watch_organisation_2022-09-19_#0003811,
225,orig_lobbyregister_2022-09-09_#0014411,lobbyregister_client,lobbyregister,2022-09-09,Bundesland Saarland,Bundesland Saarland,norm_lobbyregister_eintrag_2022-09-19_#0003909,
226,orig_lobbyregister_2022-02-24_#0014412,lobbyregister_client,lobbyregister,2022-02-24,Bundesmusikverband Chor & Orchester e.V. (BMCO),Bundesmusikverband Chor & Orchester e.V. (BMCO),norm_lobbyregister_eintrag_2022-09-19_#0004110,
227,orig_lobbyregister_2022-07-14_#0014413,lobbyregister_client,lobbyregister,2022-07-14,Bundesnetzwerk Bürgerschaftliches Engagement,Bundesnetzwerk Bürgerschaftliches Engagement,norm_lobbyregister_eintrag_2022-09-19_#0004115,
228,orig_lobbyregister_2022-09-01_#0014414,lobbyregister_client,lobbyregister,2022-09-01,Bundesnotarkammer Körperschaft des öffentlichen Rechts,Bundesnotarkammer Körperschaft des öffentlichen Rechts,norm_lobbyregister_eintrag_2022-09-19_#0004123,
