graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
"""""",lobbyregister_membership,lobbyregister,2022-07-27,Adlerkreis (Persönliche Mitgliedschaft des Leiters des Bereichs External Affairs im Rahmen der Unternehmensfunktion),Adlerkreis (Persönliche Mitgliedschaft des Leiters des Bereichs External Affairs im Rahmen der Unternehmensfunktion),norm_lobbyregister_eintrag_2022-09-19_#0000300,
"""""",lobbyregister_membership,lobbyregister,2022-06-01,ADT,ADT,norm_lobbyregister_eintrag_2022-09-19_#0000316,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,ADT - Arbeitsgemeinschaft Deutscher Tierzüchter e.V.,ADT - Arbeitsgemeinschaft Deutscher Tierzüchter e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000317,
"""""",lobbyregister_membership,lobbyregister,2022-04-21,ADV,ADV,norm_lobbyregister_eintrag_2022-09-19_#0000318,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,ADV (Arbeitsgemeinschaft Deutscher Verkehrsflughäfen),ADV (Arbeitsgemeinschaft Deutscher Verkehrsflughäfen),norm_lobbyregister_eintrag_2022-09-19_#0000319,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,ADV Berlin,ADV Berlin,norm_lobbyregister_eintrag_2022-09-19_#0000321,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Advertising Information Group (AIG),Advertising Information Group (AIG),norm_lobbyregister_eintrag_2022-09-19_#0000325,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,Advisory Board Tübingen School of Education,Advisory Board Tübingen School of Education,norm_lobbyregister_eintrag_2022-09-19_#0000328,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,AECC,AECC,norm_lobbyregister_eintrag_2022-09-19_#0000330,
"""""",lobbyregister_membership,lobbyregister,2022-07-15,AECM,AECM,norm_lobbyregister_eintrag_2022-09-19_#0000331,
"""""",lobbyregister_membership,lobbyregister,2022-05-20,Aedive,Aedive,norm_lobbyregister_eintrag_2022-09-19_#0000332,
"""""",lobbyregister_membership,lobbyregister,2022-08-05,AEEC Associated European Energy Consultants e. V.,AEEC Associated European Energy Consultants e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000333,
"""""",lobbyregister_membership,lobbyregister,2022-08-26,aef Agrar- und Ernährungsforum Oldenburger Münsterland e. V.,aef Agrar- und Ernährungsforum Oldenburger Münsterland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000334,
"""""",lobbyregister_membership,lobbyregister,2022-06-09,AEF Die Agricultural Industry Electronics Foundation e.V. https://www.aef-online.org/de/home.html,AEF Die Agricultural Industry Electronics Foundation e.V. https://www.aef-online.org/de/home.html,norm_lobbyregister_eintrag_2022-09-19_#0000335,
"""""",lobbyregister_membership,lobbyregister,2022-09-05,AEFMA,AEFMA,norm_lobbyregister_eintrag_2022-09-19_#0000336,
"""""",lobbyregister_membership,lobbyregister,2022-05-18,aef OM,aef OM,norm_lobbyregister_eintrag_2022-09-19_#0000337,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,AEJ - Arbeitsgemeinschaft der Evangelischen Jugend,AEJ - Arbeitsgemeinschaft der Evangelischen Jugend,norm_lobbyregister_eintrag_2022-09-19_#0000338,
"""""",lobbyregister_membership,lobbyregister,2022-08-09,AEN Automotive Engineering Network Südwest e.V.,AEN Automotive Engineering Network Südwest e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000340,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,Aeorspace and Defence Industries Association Europe ASD,Aeorspace and Defence Industries Association Europe ASD,norm_lobbyregister_eintrag_2022-09-19_#0000341,
"""""",lobbyregister_membership,lobbyregister,2022-03-22,AER - Arbeitsgemeinschaft Europäischer Reiseunternehmen e.V.,AER - Arbeitsgemeinschaft Europäischer Reiseunternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000343,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,AeroSpace and Defence Industries Association of EU (ASD),AeroSpace and Defence Industries Association of EU (ASD),norm_lobbyregister_eintrag_2022-09-19_#0000345,
"""""",lobbyregister_membership,lobbyregister,2022-05-25,AeroSpace and Defence Industries Association of Europe - ASD,AeroSpace and Defence Industries Association of Europe - ASD,norm_lobbyregister_eintrag_2022-09-19_#0000346,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,AEU - Arbeitskreis Evangelischer Unternehmer,AEU - Arbeitskreis Evangelischer Unternehmer,norm_lobbyregister_eintrag_2022-09-19_#0000351,
"""""",lobbyregister_membership,lobbyregister,2022-03-15,AFCEA,AFCEA,norm_lobbyregister_eintrag_2022-09-19_#0000354,
"""""",lobbyregister_membership,lobbyregister,2022-07-19,AFCEA - Anwenderforum für Fernmeldetechnik,AFCEA - Anwenderforum für Fernmeldetechnik,norm_lobbyregister_eintrag_2022-09-19_#0000355,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,AFCEA Bonn e.V.,AFCEA Bonn e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000356,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,AFCEA Bonn e.V. - Das Anwenderforum für Fernmeldetechnik,AFCEA Bonn e.V. - Das Anwenderforum für Fernmeldetechnik,norm_lobbyregister_eintrag_2022-09-19_#0000357,
"""""",lobbyregister_membership,lobbyregister,2022-03-11,AFCEA e.V.,AFCEA e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000358,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,AFCEA München e. V.,AFCEA München e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000359,
"""""",lobbyregister_membership,lobbyregister,2022-08-09,Afecor - Europäischer Verband der Regelgerätehersteller,Afecor - Europäischer Verband der Regelgerätehersteller,norm_lobbyregister_eintrag_2022-09-19_#0000360,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,AFEMA - Arbeitsgruppe zur Förderung von Eutergesundheit und Milchhygiene in den Alpenländern e.V,AFEMA - Arbeitsgruppe zur Förderung von Eutergesundheit und Milchhygiene in den Alpenländern e.V,norm_lobbyregister_eintrag_2022-09-19_#0000361,
"""""",lobbyregister_membership,lobbyregister,2022-03-14,AFET; IGfH; Deutscher Verein; AGJ,AFET; IGfH; Deutscher Verein; AGJ,norm_lobbyregister_eintrag_2022-09-19_#0000362,
"""""",lobbyregister_membership,lobbyregister,2022-08-05,AFET - Arbeitsgemeinschaft für Erziehungshilfe e.V.,AFET - Arbeitsgemeinschaft für Erziehungshilfe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000363,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,AFET - Bundesverband für Erziehungshilfe,AFET - Bundesverband für Erziehungshilfe,norm_lobbyregister_eintrag_2022-09-19_#0000364,
"""""",lobbyregister_membership,lobbyregister,2022-05-10,AFET Bundesverband für Erziehungshilfe e.V.,AFET Bundesverband für Erziehungshilfe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000365,
"""""",lobbyregister_membership,lobbyregister,2022-03-21,AFET Bundesverband für Erziehungshilfen e.V.,AFET Bundesverband für Erziehungshilfen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000366,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Affiliate Member der UNWTO,Affiliate Member der UNWTO,norm_lobbyregister_eintrag_2022-09-19_#0000367,
"""""",lobbyregister_membership,lobbyregister,2022-04-20,Affordable Medicines Europe,Affordable Medicines Europe,norm_lobbyregister_eintrag_2022-09-19_#0000368,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,AFFY - Action For Families And Youth,AFFY - Action For Families And Youth,norm_lobbyregister_eintrag_2022-09-19_#0000369,
"""""",lobbyregister_membership,lobbyregister,2022-02-17,AFI,AFI,norm_lobbyregister_eintrag_2022-09-19_#0000370,
"""""",lobbyregister_membership,lobbyregister,2022-04-28,AFJ Düsseldorf,AFJ Düsseldorf,norm_lobbyregister_eintrag_2022-09-19_#0000371,
"""""",lobbyregister_membership,lobbyregister,2022-06-03,AFM+E - Aussenhandelsverband für Mineralöl und Energie e. V.,AFM+E - Aussenhandelsverband für Mineralöl und Energie e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000372,
"""""",lobbyregister_membership,lobbyregister,2022-09-16,AFN - Aktionsbündnis Forum Natur,AFN - Aktionsbündnis Forum Natur,norm_lobbyregister_eintrag_2022-09-19_#0000374,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,AFR100 - the African Forest Landscape Restoration Initiative (https.//afr100.org),AFR100 - the African Forest Landscape Restoration Initiative (https.//afr100.org),norm_lobbyregister_eintrag_2022-09-19_#0000376,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,African Agricultural Technology Fund,African Agricultural Technology Fund,norm_lobbyregister_eintrag_2022-09-19_#0000377,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,Afrika-Kollegium,Afrika-Kollegium,norm_lobbyregister_eintrag_2022-09-19_#0000380,
"""""",lobbyregister_membership,lobbyregister,2022-03-10,AfrikaVerein,AfrikaVerein,norm_lobbyregister_eintrag_2022-09-19_#0000383,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Afrika Verein der Deutschen Wirtschaft,Afrika Verein der Deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000384,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Afrika-Verein der deutschen Wirtschaft,Afrika-Verein der deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000385,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Afrika-Verein der Deutschen Wirtschaft,Afrika-Verein der Deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000386,
"""""",lobbyregister_membership,lobbyregister,2022-08-05,Afrika-Verein der deutschen Wirtschaft,Afrika-Verein der deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000385,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Afrikaverein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-09-12,Afrika Verein der deutschen Wirtschaft e.V.,Afrika Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000388,
"""""",lobbyregister_membership,lobbyregister,2022-05-18,Afrika Verein der Deutschen Wirtschaft e.V.,Afrika Verein der Deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000389,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,Afrika Verein der deutschen Wirtschaft e.V.,Afrika Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000388,
"""""",lobbyregister_membership,lobbyregister,2022-07-22,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Afrika-Verein der Deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-05-30,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,Afrika-Verein der Deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-09-08,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-09-14,Afrika-Verein der Deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-09-16,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
"""""",lobbyregister_membership,lobbyregister,2022-07-13,Afrika-Verein der deutschen Wirtschaft e. V.,Afrika-Verein der deutschen Wirtschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000392,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,Afrikaverein e.V.,Afrikaverein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000393,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,Afrikaverein e. V.,Afrikaverein e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000394,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,Afrika Verein e.V.,Afrika Verein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000395,
"""""",lobbyregister_membership,lobbyregister,2022-05-10,Afrika-Verein - Hamburg,Afrika-Verein - Hamburg,norm_lobbyregister_eintrag_2022-09-19_#0000396,
"""""",lobbyregister_membership,lobbyregister,2022-08-08,AfW Bundesverband Finanzdienstleistung e. V.,AfW Bundesverband Finanzdienstleistung e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000401,
"""""",lobbyregister_membership,lobbyregister,2022-06-09,AfW - Bundesverband Finanzdienstleistung e.V.,AfW - Bundesverband Finanzdienstleistung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000402,
"""""",lobbyregister_membership,lobbyregister,2022-03-16,AgA,AgA,norm_lobbyregister_eintrag_2022-09-19_#0000403,
"""""",lobbyregister_membership,lobbyregister,2022-04-12,AGAD Arbeitgeberverband Großhandel,AGAD Arbeitgeberverband Großhandel,norm_lobbyregister_eintrag_2022-09-19_#0000404,
"""""",lobbyregister_membership,lobbyregister,2022-03-09,AGA Norddeutscher Unternehmensverband Großhandel,AGA Norddeutscher Unternehmensverband Großhandel,norm_lobbyregister_eintrag_2022-09-19_#0000405,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,AGA Norddeutscher Unternehmensverband Großhandel Außenhandel Dienstleistung e.V.,AGA Norddeutscher Unternehmensverband Großhandel Außenhandel Dienstleistung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000406,
"""""",lobbyregister_membership,lobbyregister,2022-09-08,AGA Unternehmensverband,AGA Unternehmensverband,norm_lobbyregister_eintrag_2022-09-19_#0000408,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,AGA Unternehmensverband e.V.,AGA Unternehmensverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000409,
"""""",lobbyregister_membership,lobbyregister,2022-05-11,AGBB Berlin,AGBB Berlin,norm_lobbyregister_eintrag_2022-09-19_#0000410,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,AG Chancengleichheit im ESF und Beraterkreis 6. AR-Bericht beim Bundesministerium für Arbeit und Soziales,AG Chancengleichheit im ESF und Beraterkreis 6. AR-Bericht beim Bundesministerium für Arbeit und Soziales,norm_lobbyregister_eintrag_2022-09-19_#0000411,
"""""",lobbyregister_membership,lobbyregister,2022-03-31,AGdD Arbeitsgemeinschaft der Entwicklungsdienste e.V.,AGdD Arbeitsgemeinschaft der Entwicklungsdienste e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000413,
"""""",lobbyregister_membership,lobbyregister,2022-03-04,AG der Verbände im Bistum Limburg,AG der Verbände im Bistum Limburg,norm_lobbyregister_eintrag_2022-09-19_#0000415,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,AGDF Aktionsgemeinschaft Dienste für den Frieden,AGDF Aktionsgemeinschaft Dienste für den Frieden,norm_lobbyregister_eintrag_2022-09-19_#0000416,
"""""",lobbyregister_membership,lobbyregister,2022-04-12,AGD Unternehmens- und Arbeitgeberverband für Großhandel und Dienstleistungen e.V.,AGD Unternehmens- und Arbeitgeberverband für Großhandel und Dienstleistungen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000418,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,AGDW - Die Waldeigentümer,AGDW - Die Waldeigentümer,norm_lobbyregister_eintrag_2022-09-19_#0000419,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,AGDW - Die Waldeigentümer e.V.,AGDW - Die Waldeigentümer e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000420,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,AGE - Arbeitsgruppe Emissionshandel zur Bekämpfung des Treibhauseffektes,AGE - Arbeitsgruppe Emissionshandel zur Bekämpfung des Treibhauseffektes,norm_lobbyregister_eintrag_2022-09-19_#0000421,
"""""",lobbyregister_membership,lobbyregister,2022-07-21,AGE-Arbeitsgruppe Emissionshandel zur Bekämpfung des Treibhauseffektes,AGE-Arbeitsgruppe Emissionshandel zur Bekämpfung des Treibhauseffektes,norm_lobbyregister_eintrag_2022-09-19_#0000422,
"""""",lobbyregister_membership,lobbyregister,2022-06-21,AGEEN e.V.,AGEEN e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000423,
"""""",lobbyregister_membership,lobbyregister,2022-04-13,AG Emissionshandel,AG Emissionshandel,norm_lobbyregister_eintrag_2022-09-19_#0000424,
"""""",lobbyregister_membership,lobbyregister,2022-04-25,AG Energiebilanzen e. V.,AG Energiebilanzen e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000426,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,AGE Niedersachsen e.V.,AGE Niedersachsen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000427,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,AGE Niedersachsen e. V.,AGE Niedersachsen e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000428,
"""""",lobbyregister_membership,lobbyregister,2022-06-15,Agentur Deutscher Arztnetze e.V.,Agentur Deutscher Arztnetze e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000430,
"""""",lobbyregister_membership,lobbyregister,2022-08-23,Agentur deutscher Arztnetze e.V.,Agentur deutscher Arztnetze e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000431,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,Agentur für Erneuerbare Energien,Agentur für Erneuerbare Energien,norm_lobbyregister_eintrag_2022-09-19_#0000439,
"""""",lobbyregister_membership,lobbyregister,2022-02-16,Agentur für erneuerbare Energien (AEE),Agentur für erneuerbare Energien (AEE),norm_lobbyregister_eintrag_2022-09-19_#0000440,
"""""",lobbyregister_membership,lobbyregister,2022-06-23,Agentur für Erneuerbare Energien e.V.,Agentur für Erneuerbare Energien e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000441,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,Agentur für Erneuerbare Energien e.V. (AEE),Agentur für Erneuerbare Energien e.V. (AEE),norm_lobbyregister_eintrag_2022-09-19_#0000442,
"""""",lobbyregister_membership,lobbyregister,2022-02-23,AGEV - Arbeitgebervereinigung für Unternehmen aus dem Bereich der EDV und Kommunikationstechnologie e.V.,AGEV - Arbeitgebervereinigung für Unternehmen aus dem Bereich der EDV und Kommunikationstechnologie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000447,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,AGF - Arbeitsgemeinschaft Getreideforschung e.V.,AGF - Arbeitsgemeinschaft Getreideforschung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000448,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,AG Frauenarmut in der Nationalen Armutskonferenz,AG Frauenarmut in der Nationalen Armutskonferenz,norm_lobbyregister_eintrag_2022-09-19_#0000449,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,AGFS - Bundesarbeitsgemeinschaft Freier Schulen,AGFS - Bundesarbeitsgemeinschaft Freier Schulen,norm_lobbyregister_eintrag_2022-09-19_#0000450,
"""""",lobbyregister_membership,lobbyregister,2022-06-02,AG Fuel Cell,AG Fuel Cell,norm_lobbyregister_eintrag_2022-09-19_#0000451,
"""""",lobbyregister_membership,lobbyregister,2022-08-23,AG für Heimatkunde,AG für Heimatkunde,norm_lobbyregister_eintrag_2022-09-19_#0000452,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,AGFW,AGFW,norm_lobbyregister_eintrag_2022-09-19_#0000453,
"""""",lobbyregister_membership,lobbyregister,2022-09-16,AGFW | Der Energieeffizienzverband für Wärme,AGFW | Der Energieeffizienzverband für Wärme,norm_lobbyregister_eintrag_2022-09-19_#0000454,
"""""",lobbyregister_membership,lobbyregister,2022-06-21,AGFW - Arbeitsgemeinschaft Fernwärme e.V.,AGFW - Arbeitsgemeinschaft Fernwärme e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000456,
"""""",lobbyregister_membership,lobbyregister,2022-06-13,AGFW - Arbeitsgemeinschaft für Wärme und Heizkraftwirtschaft e.V.,AGFW - Arbeitsgemeinschaft für Wärme und Heizkraftwirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000457,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,AGFW Der Energieeffizienzverband für Wärme,AGFW Der Energieeffizienzverband für Wärme,norm_lobbyregister_eintrag_2022-09-19_#0000458,
"""""",lobbyregister_membership,lobbyregister,2022-05-10,AGFW - Der Energieeffizienzverband für Wärme,AGFW - Der Energieeffizienzverband für Wärme,norm_lobbyregister_eintrag_2022-09-19_#0000459,
