graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002349,2022-02-28,,Werkleiterrunde des ChemCoast Park Brunsbüttel,Werkleiterrunde des ChemCoast Park Brunsbüttel,,Gesellschaft des bürgerlichen Rechts (GbR; BGB-Gesellschaft),Wirtschaftsverband oder Gewerbeverband/-verein,10001,20000,01/21,12/21,0,0,Jan Lutz,,15,2021-12-31,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002348,2022-02-28,,"Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN)","Deutsche Gesellschaft für Psychiatrie und Psychotherapie, Psychosomatik und Nervenheilkunde e.V. (DGPPN)",,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",120001,130000,01/21,12/21,1,10,"Gabriel Gerlinger,Michael Wassiliwizky",,10215,2022-02-24,"German Brain Council (GBC),European Psychiatric Association (EPA),World Psychiatric Association (WPA),Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften e.V. (AWMF),Zentrales adhs-netz,Deutsches Netzwerk Versorgungsforschung e. V. (DNVF),Ständige Konferenz ärztlicher psychotherapeutischer Verbände (STÄKO),Union Européenne des Médecins Spécialistes (UEMS),Deutsche Schmerzgesellschaft e. V. (DGSS)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002347,2022-02-28,,Studiengemeinschaft Holzleimbau e.V.,Studiengemeinschaft Holzleimbau e.V.,,Eingetragener Verein (e. V.),Berufsverband,1,10000,01/21,12/21,1,10,,,79,2022-02-24,"Deutscher Holzwirtschaftsrat (DHWR) e.V.,Hauptverband der deutschen Holzindustrie (HDH) e.V.,Informationsdienst Holz e.V.,Qualitätsgemeinschaft Holzbrückenbau e.V.,Buildingsmart e.V.,Gesellschaft der Freunde und Förderer der HFM e.V.,Förderverein Bundesstiftung Baukultur e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R002346,2022-02-28,,Deutsche Telekom AG,Deutsche Telekom AG,,Aktiengesellschaft (AG),Unternehmen,2770001,2780000,01/21,12/21,41,50,"Wolfgang Kopf,Fritz-Uwe Hofmann,Marcus Isermann,Jan-Hendrik Jochum,Ulli Reitz,Thorsten Recker,Fabian Riewerts,Stephan Pesch,Martina Westhues,Martin Busch,Andreas Fier,Mark Vasić,Alexander Scheuer,Wolfgang Kubink,Lea Fischer",,,,"Allianz der Chancen (AdC),American Chamber of Commerce in Germany e.V.,Asien-Pazifik-Ausschuss der Deutschen Wirtschaft (APA),ASW West - Allianz für Sicherheit in der Wirtschaft West e.V.,Bitkom e.V.,Bundesnetzwerk bürgerschaftliches Engagement (BBE),Bundesverband Digitale Wirtschaft (BVDW) e.V.,Charta der Vielfalt e.V.,Deutsche Gesellschaft für Auswärtige Politik (DGAP) e.V.,Deutsches Aktieninstitut e.V.,Deutsches Verkehrsforum e.V.,DICO - Deutsches Institut für Compliance e.V.,DIN Deutsches Institut für Normung e.V.,eco - Verband der Internetwirtschaft e.V.,econsense - Forum Nachhaltige Entwicklung der Deutschen Wirtschaft e.V.,Europäische Bewegung Deutschland e.V.,Freiwillige Selbstkontrolle Multimedia-Diensteanbieter e.V. (FSM),Förderverein Round Table Mediation & Konfliktmanagement der Deutschen Wirtschaft e.V.,Forum Ebenhausen e.V. - Freundeskreis der Stiftung Wissenschaft und Politik (SWP),game - Verband der deutschen Games-Branche e.V.,Gesellschaft für Datenschutz und Datensicherheit e.V. (GDD),Gesellschaft zum Studium Strukturpolitscher Fragen e.V.,Gesellschaft zur Förderung des Instituts für Weltwirtschaft e.V. (IfW),Grüner Wirtschaftsdialog e.V.,Initiative D21 e.V.,Institut der deutschen Wirtschaft Köln e.V.,Interessengemeinschaft Kreditkarten,IP2Innovate,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.,medianet berlinbrandenburg e.V.,MINT Zukunft e.V.,Ost-Ausschuss der Deutschen Wirtschaft e.V.,Plattform Industrie 4.0,Stiftung KlimaWirtschaft,SRIW Selbstregulierung Informationswirtschaft e.V.,Stiftung Marktwirtschaft,vbw - Vereinigung der Bayerischen Wirtschaft e.V.,Vereinigung der Sächsischen Wirtschaft e.V. (VSW),Wirtschaftsforum der SPD e.V.,Wirtschaftskoalition Daten & Digitales,Wirtschaftsrat der CDU e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002345,2022-02-28,,Deutsche Hauptstelle für Suchtfragen e.V.,Deutsche Hauptstelle für Suchtfragen e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",310001,320000,01/20,12/20,11,20,"Christina Rummel,Peter Raiser",,24,2022-01-01,"Bundesvereinigung Prävention und Gesundheitsförderung e.V. (BVPG),Aktionsbündnis Nichtrauchen e.V. (ABNR),Deutscher Verein für öffentliche und private Fürsorge e.V.,Eurocare,Kooperationsverbund Gesundheitliche Chancengleichheit",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-04-29,R002344,2022-02-28,,Hill+Knowlton Strategies,Hill+Knowlton Strategies,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",10001,20000,01/21,12/21,1,10,Jan Hemme,,,,"American Chamber of Commerce in Germany e.V.,Netzwerk Public Affairs e.V.,Forum für Zukunftsenergien e.V.",,"Verisure Deutschland,Octopus Energy Germany GmbH",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002343,2022-02-28,,Verband 3DDruck e.V.,Verband 3DDruck e.V.,,Eingetragener Verein (e. V.),"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",1,10000,01/20,12/20,1,10,,,49,2022-02-07,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002342,2022-02-28,,Ring Christlich-Demokratischer Studenten,Ring Christlich-Demokratischer Studenten,,Nicht rechtsfähiger Verein,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0,0,01/21,12/21,1,10,Ohle Zyber,,97,2022-02-18,"Sonderorganisation der Christlich Demokratische Union Deutschlands,Mitglied der European Democrat Students",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-14,R002341,2022-02-28,,FTI Consulting SC GmbH,FTI Consulting SC GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",110001,120000,01/21,12/21,21,30,"Mathias Samson,Nicola Duensing,Shirin Fitter,Hannah Hückstädt,Caroline Ledosquet,Hendrik Lehmkuhl,Nikolas Lemke,Felix Janssen,Kathrin Stürmer,Marc Theurer,Matthias  Neuleitner",,,,de'ge'pol - Deutsche Gesellschaft für Politikberatung e.V.,,"GW Pharma (Germany) GmbH,Gas Transmission System Operator of Ukraine (LLC “Gas TSO of Ukraine”),Society for Worldwide Interbank Financial Telecommunication (SWIFT),Tetra Pak GmbH,European Diversified Infrastructure Fund III SCSp,Rotonda Co-Invest 1 SCSp,Future of Life Institute,Tree Energy Solutions GmbH,ERG,PTC Therapeutics Germany GmbH",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002340,2022-02-28,,Asklepios Kliniken Management GmbH,Asklepios Kliniken Management GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,50001,60000,01/21,12/21,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-29,R002339,2022-02-28,2022-06-29,Verband für Digitalisierung in der Sozialwirtschaft e.V.,Verband für Digitalisierung in der Sozialwirtschaft e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",10001,20000,01/21,12/21,1,10,,,73,2022-06-29,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002338,2022-02-28,,"BSA Business Software Alliance, Inc. d/b/a BSA | The Software Alliance","BSA Business Software Alliance, Inc. d/b/a BSA | The Software Alliance",,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Wirtschaftsverband oder Gewerbeverband/-verein,120001,130000,10/20,09/21,1,10,Thomas Boué,,30,2022-01-12,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-09,R002337,2022-02-28,,INSM - Initiative Neue Soziale Marktwirtschaft,INSM - Initiative Neue Soziale Marktwirtschaft,,Gesellschaft mit beschränkter Haftung (GmbH),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",5710001,5720000,01/21,12/21,1,10,"Stephan Einenckel,Jörg Sautner,Florian Hennet,Johannes Eber",,,,,,"Verband der Metall- und Elektroindustrie Baden-Württemberg e. V. (Südwestmetall),Verband der Metall- und Elektro-Unternehmen Hessen e.V.,Verband der Metall- und Elektroindustrie des Saarlandes e.V. ,Verband der Metall- und Elektroindustrie Nordrhein-Westfalen e.V.,Verband der Metallindustriellen Niedersachsens e.V.,NORDMETALL Verband der Metall- und Elektroindustrie e.V.,PfalzMetall e. V.,Verband der Bayerischen Metall- und Elektro-Industrie e.V.,Verband der Metall- und Elektroindustrie Berlin und Brandenburg e.V. ,Verband der Metall- und Elektroindustrie Sachsen-Anhalt e.V.,Verband der Metall- und Elektro-Industrie in Thüringen e.V.",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002336,2022-02-28,,CEDAW-Allianz Deutschland,CEDAW-Allianz Deutschland,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1,10000,01/20,12/20,1,10,Juliane Zinke,,32,2022-01-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002335,2022-02-28,,UBS Europe SE,UBS Europe SE,,Aktiengesellschaft (AG),Unternehmen,170001,180000,03/20,03/21,11,20,"Thomas Pohl,Simon Jowers",,,,"Bundesverband deutscher Banken e.V.,Verband der Auslandsbanken in Deutschland e.V.,Deutscher Fondserband (BVI),Deutscher Derivate Verband (DDV)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002334,2022-02-28,,Netzwerk der Fachwissenschaftler in der Medizin,Netzwerk der Fachwissenschaftler in der Medizin,,Eingetragener Verein (e. V.),Berufsverband,0,0,09/20,09/21,0,0,,,58,2022-01-03,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-07,R002333,2022-02-28,,Athleten Deutschland e.V.,Athleten Deutschland e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001,30000,01/21,12/21,1,10,"Johannes Herber,Maximilian Klein",,1421,2022-01-31,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002332,2022-02-28,,Forum Nachhaltige Holzenergie,Forum Nachhaltige Holzenergie,,Nicht rechtsfähiger Verein,Wirtschaftsverband oder Gewerbeverband/-verein,20001,30000,03/21,12/21,1,10,,,11,2022-02-14,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002331,2022-02-28,,INKOTA-netzwerk e.V.,INKOTA-netzwerk e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/20,12/20,1,10,"Fabian Renk,Arndt Gemmingen Freiherr von Massenbach,Lena Luig,Lena Bassermann,Berndt Hinzmann,Evelyn Bahn,Lara Siever,Isabell Nordhausen,Michael Krämer",,150,2021-08-31,"VENRO - Verband Entwicklungspolitik und Humanitäre Hilfe deutscher Nichtregierungsorganisationen e.V.,Forum Umwelt und Entwicklung,Aktionsgemeinschaft Dienst für den Frieden e.V.,Berliner Entwicklungspolitischer Ratschlag e.V.,Entwicklungspolitisches Netzwerk Sachsen e.V.,Attac Trägerverein e.V.,Allianz „Rechtssicherheit für politische Willensbildung”,Kampagne für Saubere Kleidung Deutschland e.V,CorA - Corporate Accountability - Netzwerk für Unternehmensverantwortung,Klima-Allianz Deutschland e.V.,erlassjahr.de - Entwicklung braucht Entschuldung e. V.,Berlin Global Village,Treaty Alliance Deutschland,Forum Nachhaltiger Kakao e.V.,Bündnis für nachhaltige Textilien,Arbeitskreis Rohstoffe,VOICE Network,Runder Tisch Zentralamerika",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-16,R002330,2022-02-28,,APCO Worldwide GmbH,APCO Worldwide GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",420001,430000,01/21,12/21,21,30,"Patrick Juilfs,Max Kayser,Olga Leidner,Marc Krüger,Nathalie Wendt,Jaromir Simon,Florian Daull,Yuanyuan Wang,Victoria Magurano,Rosh Singh,Carolina Falcone Schlüter,Isabel Hoffmann-Ludwig,Maximilian Rau,Maximilian Engelhard,Christopher Vollhardt,Moritz Schott,Nicoletta Backhaus,Enrica Mertens,Johannes Sibbor",,,,"American Chamber of Commerce in Germany e.V.,GESELLSCHAFT ZUM STUDIUM STRUKTURPOLITISCHER FRAGEN e.V.,degepol Deutsche Gesellschaft für Politikberatung e.V.,Europäische Bewegung Deutschland e.V.",,"Takeda Pharma Vertrieb GmbH & Co. KG,easyJet Europe Airline GmbH,Merck Healthcare Germany GmbH,Bayer AG,Boehringer Ingelheim Corporate Center GmbH, EMobG Services Germany GmbH (Europcar Mobility Group Germany),Hertz Autovermietung GmbH,Avis Budget Autovermietung GmbH & Co KG,Enterprise Autovermietung Deutschland B.V. & CO. KG,Verband der internationalen Autovermieter e. V.,Apple Inc.,American Express Services Europe Limited (AESEL) ,The Rotary Foundation,Align Technology Gesellschaft mit beschränkter Haftung,Kennametal Holding GmbH,one2many B.V,Amylyx Pharmaceuticals Germany",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002329,2022-02-28,,Rahul Schwenk,Rahul Schwenk,,,Unternehmen,1,10000,01/21,12/21,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002328,2022-02-28,,EWE TEL GmbH,EWE TEL GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,160001,170000,01/21,12/21,1,10,"Matthias Büning,Jonathan Merz,Aiko Holstein",,,,"Verband der Anbieter von Telekommunikations- und Mehrwertdiensten e. V.,BREKO Bundesverband Breitbandkommunikation e.V.,ANGA Der Breitbandverband e.V.,Bundesverband der Energie- und Wasserwirtschaft e.V.,Verband kommunaler Unternehmen e. V",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002327,2022-02-28,,Bündnis #effizienzwende,Bündnis #effizienzwende,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1,10000,01/21,12/21,1,10,,,,,,,"Deutsche Unternehmensinitiative Energieeffizienz e.V. (DENEFF),Bundesdeutscher Arbeitskreis für Umweltbewusstes Management (B.A.U.M.) e.V.,Deutsche Umwelthilfe e.V.,Deutscher Naturschutzring, Dachverband der deutschen Natur-, Tier- und Umweltschutzorganisationen (DNR) e.V.,Deutscher Mieterbund e.V.,Forum Ökologisch-Soziale Marktwirtschaft (FÖS) e.V.,Klima-Allianz Deutschland e.V.,Naturschutzbund Deutschland e.V.,Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband e.V.,Bund für Umwelt und Naturschutz Deutschland e.V. ,WWF Deutschland ,Bundesverband der Energie- und Klimaschutzagenturen Deutschlands (eaD) e.V.",
"""""",lobbyregister_lobbyist,lobbyregister,2022-05-09,R002326,2022-02-28,,BASF SE,BASF SE,,Europäische Aktiengesellschaft (SE),Unternehmen,3800001,3810000,01/21,12/21,21,30,"Christian Schubert,Christina Gommlich,Carolin Kranz,Paul Bever,Matthias Kastriotis,Klaus Wittstock,Jenna Schulte,Benita von Haugwitz,Julia Harnal,Jörn-Fried Johannsen,Brigitta Huckestein,Felix Seebach,Dirk Voeste,Thorsten Pinkepank,Ines Lang,Markus Röser,Michael Wagner,Simin Chelopaz Amini,Robert Stiller",,,,"Atlantik Brücke e. V.,Deutsches Aktieninstitut e. V.,Ost-Ausschuss der Deutschen Wirtschaft e. V.,Lateinamerika-Ausschuss der Deutschen Wirtschaft (LADW),Value Balancing Alliance e. V.,VDA Verband der Automobilindustrie e.V.,Stifterverband für die Deutsche Wissenschaft e.V.,Transparency International Deutschland e.V.,IDI - Initiative Deutsche Infrastruktur e.V.,Deutsches Global Compact Netzwerk,econsense,Deutscher Investor Relations Verband,Bundesvereinigung Logistik e.V.,Verband der Chemischen Industrie e. V. (VCI),VHI - Verband der Deutschen Holzwerkstoffindustrie e.V.,Industrieverband Agrar e.V.,VinylPlus Deutschland,Verband für Dämmsysteme, Putz und Mörtel e.V., Berlin,Bundesverband energieeffiziente Gebäudehülle e. V., Berlin,Industrievereinigung Kunststoffverpackungen e.V., Bad Homburg,Industriegaseverband e.V.,Verband TEGEWA e.V.,Zentralverband Oberflächentechnik e.V.,Verband für die Oberflächenveredelung e. V.,Deutscher Verband Tiernahrung e. V.,Deutscher Verband der Riechstoff-Hersteller e. V.,Deutscher Verband der Aromenindustrie e. V.,Lebensmittelverband Deutschland,Verband Schmierstoffindustrie e.V.,Verbund kompostierbare Produkte e.V.,Deutsche Vereinigung für Wasserwirtschaft, Abwasser und Abfall e.V.,Interessengemeinschaft Deutscher Deponiebetreiber e. V.,Deutscher Industrie-Reinigungs Verband DIRV e.V.,Bundesverband Deutscher Sonderabfallverbrennungsanlagen e.V. (BDSAV),VDV - Verband Deutscher Verkehrsunternehmen e.V.,VPI - Verband der Güterwagenhalter in Deutschland e.V.,D-VTI - Deutscher Verband der Tankinnenreinigung,Bundesverband Credit Management e.V.,Zentraler Immobilienausschuss (ZIA),aba Arbeitsgemeinschaft für betriebliche Altersversorgung e.V.,VDMA e. V.,Deutscher Verein des Gas- und Wasserfaches e. V.,Verband der Industriellen Energie- & Kraftwirtschaft e. V.,SGKV e.V. Studiengesellschaft für den Kombinierten Verkehr,Bundesverband deutscher Pflanzenzüchter e.V. (BDP),SEPAWA Vereinigung der Seifen, Parfüm, Kosmetik und Waschmittelfachleute e. V.,AmCham Germany e. V.,Deutsch-Brasilianische Gesellschaft e. V.,Forum für Zukunftsenergien e. V.,Gesellschaft zum Studium strukturpolitischer Fragen e. V.,Netzwerk EBD e. V.,ICC Germany e. V.,Numov e. V.,Bitkom e.V.,Wirtschaftspolitischer Club Deutschland e. V.,DGAP Förderkreis e.V.,LAV Lateinamerika Verein e.V.,SPD Wirtschaftsforum e. V.,Wirtschaftsrat der CDU e.V.,Grüner Wirtschaftsdialog e.V.,United Europe e.V.,Ostasiatischer Verein e. V.,Wirtschaftskoalition Daten & Digitales,Collegium,Studienvereinigung Kartellrecht e. V.,Fachverband elastische Bodenbeläge e. V.,Deutsches Netzwerk Wirtschaftsethik e. V.,Forum Gesprächskreis für Wirtschaft und Politik,ASW Allianz Sicherheit in der Wirtschaft Bundesverband e. V.,Charta der Vielfalt,Deutscher Industrieverband Concentrated Solar Power e.V. (DCSP),Plastics Europe Deutschland e.V.,Deutsch-Russisches Forum e.V.,Wittenbergzentrum für Globale Ethik e.V. (WZGE),Gesamtverband der versicherungsnehmenden Wirtschaft e.V. (GVNW),Verband der Hersteller selbstklebender Etiketten und Schmalbahnconverter e.V. (VsKE),Union der deutschen Kartoffelwirtschaft e.V. (UNIKA),Verbindungsstelle Landwirtschaft-Industrie e.V. (VLI),Bundesverband der VO-Firmen e.V. (BVO),Bundesverband Agrarhandel e.V. (BVA),Arbeitsgemeinschaft für Wirkstoffe in der Tierernährung e.V. (AWT),Asien-Pazifik-Ausschuss der Deutschen Wirtschaft,Initiative Energieeffiziente Gebäude,German Agribusiness Alliance",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-29,R002325,2022-02-28,,Deutscher Jagdverband,Deutscher Jagdverband,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",30001,40000,01/21,12/21,1,10,"Olaf Niestroj,Torsten Reinwald,Friedrich von Massow,Tillmann Möhring,Stephan Wunderlich",,15,2022-02-07,"Aktionsbündnis Forum Natur,Arbeitsgemeinschaft Natur- und Umweltbildung,Bundesverband Schießstätten,Deutsche Ornithologengesellschaft,Deutscher Verkehrssicherheitsrat,Game Conservancy Deutschland,Schutzgemeinschaft Deutscher Wald,Forum Waffenrecht",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-22,R002324,2022-02-28,,Johanssen+Kretschmer Strategische Kommunikation GmbH,Johanssen+Kretschmer Strategische Kommunikation GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",280001,290000,01/21,12/21,1,10,"Bernhard Kuske,Philipp Sommer,Florian Schmitz,Barbara Minderjahn,Fabian Scholz,Maria Voskoboynikova",,,,"DialogGesellschaft e.V.,degepol e.V.,Wirtschaftsforum der SPD e.V.,Gesellschaft zum Studium strukturpolitischer Fragen e.V.,Europäische Bewegung Deutschland e.V.,BCCG e.V.,Social Entrepreneurship Netzwerk e.V,LPRS - Leipziger Public Relations Studierende e.V.,PTX-Allianz",,"Marconi Group Management International Ltd.,GP JOULE GmbH,Cansativa,Trianel GmbH,International Association of Oil & Gas Producers Europe",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002323,2022-02-28,,Airbus Defence and Space GmbH,Airbus Defence and Space GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,2670001,2680000,01/21,12/21,31,40,"Alexander Reinhardt,Siegfried Knecht,Viggo Nicolaisen,Madlen Dubrau,Stefan  Schnaak,Hendrik Brethauer,Johannes Müller,Andreas Riecker,Christian Pols,Tobias Hoepfl,Bernhard Brenner,Alexander Renner,Sebastian Fischer,Florian Sodtke,Christoph Mahlert,Stephan Lösch,Jörg Plaß,Thomas Cherdron,Lukas Ellenrieder,Jean-Brice Dumont,Kurt Rossner,Andreas Hammer,Clive Schley,Stephan  Miegel,Bruno  Fichefeux,Evert Dudok,Andreas Lindenthal,Harald Mannheim,Marc Steckling,Florian Taitsch,Martin Agueera,René Obermann,Guillaume  Faury,Sabine Klauke,Dominik  Asam",,,,"Bundesverband der Deutschen Sicherheits- und Verteidigungsindustrie e.V.,Bundesverband der Deutschen Luft- und Raumfahrtindustrie e.V.,DIN Deutsches Institut für Normung e.V.,Nordmetall - Verband der Metall- und Elektroindustrie e.V.,Südwestmetall - Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.,SPACE Deutschland e.V.,vbw Vereinigung der bayerischen Wirtschaft,5G Automotive Association (5GAA) e.V.,Förderkreis Deutsches Heer e.V. (FKH e.V.),European Organisation for Security,Bitkom,VOICE e.V.,Bundesverband der Sicherheitswirtschaft,Wirtschaftsbeirat der Union e.V.,Stifterverband für die Deutsche Wissenschaft e.V.,GRPM Groupe Romand pour le Matériel de Défense et de Sécurité,IAEG,Maritimes Cluster Norddeutschland e.V.,Gesellschaft für maritime Technologie e.V.,AHK,Deutscher Dachverband für Geoinformation e.V. (DDGI),Farnborough Aerospace Consortium Ltd,Handelskammer Deutschland-Schweiz,Deutsche Gesellschaft für Ortung und Navigation,Deutsch-Arabische Freundschaftsgesellschaft e.V,Comité National Des Conseillers Du Commerce Extérieur De La France,Industrial Participation Associaton of Canada,DKF e.V.,Deutsche MTM Vereinigung e.V.,The Institute of Navigation,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.,Werkfeuerwehrverband Bayern e.V.,Freundeskreis der Artillerietruppe e.V.,Deutsche Gesellschaft für Luft- und Raumfahrt Lilienthal-Oberth e.V.,Aussergewöhnlich Berlin,Afrika Verein der Deutschen Wirtschaft,Internationaler Club im Auswärtigen Amt,Ost-Asiatischer Verein,Förderkreis DGAP,Grüner Wirtschaftsdialog,American Chamber of Commerce,Forum Luft- und Raumfahrt,Deutsch-Französischer Wirtschaftskreis",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002322,2022-02-28,,Global Blood Therapeutics Germany GmbH,Global Blood Therapeutics Germany GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,30001,40000,01/21,12/21,1,10,"Thomas Temme,Caspar Franzen",,,,Bundesverband der Pharmazeutischen Industrie e.V. (BPI),,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-08,R002321,2022-02-28,,Christian Sommer,Christian Sommer,,,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",1,10000,01/21,12/21,0,0,,,,,,,"Motion Picture Association EMEA,The Walt Disney Company (Germany) GmbH",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002320,2022-02-28,,ZiviZ gGmbH,ZiviZ gGmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",1,10000,01/21,12/21,1,10,"Anaël Labigne,Birthe Tahmaz,Diana Christov,Laura Benning,Lydia Markowski-Beythien",,,,Initiative D21 e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-12,R002319,2022-02-28,,Voi Technology Germany GmbH,Voi Technology Germany GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,30001,40000,01/21,12/21,1,10,"Neele Reimann-Philipp,Paula Boecken",,,,Plattform Shared Mobility,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-28,R002318,2022-02-28,,"Weleda A.G. Schwäbisch Gmünd, Zweigniederlassung der Weleda A.G. Arlesheim/Schweiz","Weleda A.G. Schwäbisch Gmünd, Zweigniederlassung der Weleda A.G. Arlesheim/Schweiz",,Aktiengesellschaft (AG),Unternehmen,10001,20000,01/21,12/21,1,10,Barbara Sterner,,,,"BAH,BPI,DAMiD,Hufelandgesellschaft",,,
