graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
"""""",lobbyregister_client,lobbyregister,2022-03-02,NFTE Deutschland,NFTE Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0018130,
"""""",lobbyregister_client,lobbyregister,2022-07-01,Nikola Iveco GmbH,Nikola Iveco GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018183,
"""""",lobbyregister_client,lobbyregister,2022-09-13,NIO GmbH,NIO GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018190,
"""""",lobbyregister_client,lobbyregister,2022-06-20,Nomad Foods Europe Limited,Nomad Foods Europe Limited,norm_lobbyregister_eintrag_2022-09-19_#0018206,
"""""",lobbyregister_client,lobbyregister,2022-05-23,NOMOS Glashütte/SA Roland Schwertner KG,NOMOS Glashütte/SA Roland Schwertner KG,norm_lobbyregister_eintrag_2022-09-19_#0018207,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Norddeutsche Landesbank,Norddeutsche Landesbank,norm_lobbyregister_eintrag_2022-09-19_#0018214,
"""""",lobbyregister_client,lobbyregister,2022-08-09,NORDMETALL Verband der Metall- und Elektroindustrie e.V.,Nordmetall - Verband der Metall- und Elektroindustrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018240,
"""""",lobbyregister_client,lobbyregister,2022-02-26,NordwestLotto Schleswig-Holstein GmbH&Co.KG,NordwestLotto Schleswig-Holstein GmbH&Co.KG,norm_lobbyregister_eintrag_2022-09-19_#0018251,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Northland Power UK Limited,Northland Power UK Limited,norm_lobbyregister_eintrag_2022-09-19_#0018259,
"""""",lobbyregister_client,lobbyregister,2022-02-17,Northrop Grumman LITEF GmbH,Northrop Grumman LITEF GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018260,
"""""",lobbyregister_client,lobbyregister,2022-03-21,Novartis Gene Therapies,Novartis Gene Therapies,norm_lobbyregister_eintrag_2022-09-19_#0018264,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Novartis Pharma GmbH,Novartis Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018265,
"""""",lobbyregister_client,lobbyregister,2022-03-04,Novo Nordisk Pharma GmbH,Novo Nordisk Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018268,
"""""",lobbyregister_client,lobbyregister,2022-02-17,NTT Germany,NTT Germany,norm_lobbyregister_eintrag_2022-09-19_#0018278,
"""""",lobbyregister_client,lobbyregister,2022-07-29,Nutricia Milupa GmbH,Nutricia Milupa GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018296,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Nutricia-Milupa GmbH,Nutricia-Milupa GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018297,
"""""",lobbyregister_client,lobbyregister,2022-03-10,NV Nederlandse Gasunie,NV Nederlandse Gasunie,norm_lobbyregister_eintrag_2022-09-19_#0018303,
"""""",lobbyregister_client,lobbyregister,2022-04-29,Octopus Energy Germany GmbH,Octopus Energy Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018335,
"""""",lobbyregister_client,lobbyregister,2022-05-31,OcuNet GmbH & Co KG,OcuNet GmbH & Co KG,norm_lobbyregister_eintrag_2022-09-19_#0018336,
"""""",lobbyregister_client,lobbyregister,2022-08-26,OHB Digital Connect GmbH,OHB Digital Connect GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018360,
"""""",lobbyregister_client,lobbyregister,2022-06-23,OHB System AG,OHB System AG,norm_lobbypedia_parteispenden_2022-09-19_#0018362,
"""""",lobbyregister_client,lobbyregister,2022-08-31,ÖKOBIT GmbH,ÖKOBIT GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018375,
"""""",lobbyregister_client,lobbyregister,2022-08-31,OKTOPAY LTD,OKTOPAY LTD,norm_lobbyregister_eintrag_2022-09-19_#0018386,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Oldenburger Geflügelspezialitäten GmbH & Co. KG,Oldenburger Geflügelspezialitäten GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0018400,
"""""",lobbyregister_client,lobbyregister,2022-06-08,Omio Travel GmbH,Omio Travel GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018417,
"""""",lobbyregister_client,lobbyregister,2022-09-16,one2many B.V,one2many B.V,norm_lobbyregister_eintrag_2022-09-19_#0018424,
"""""",lobbyregister_client,lobbyregister,2022-02-25,ONE-Dyas B.V.,ONE-Dyas B.V.,norm_lobbyregister_eintrag_2022-09-19_#0018425,
"""""",lobbyregister_client,lobbyregister,2022-08-05,Onyx Germany GmbH,Onyx Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018434,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Ooono A/S,Ooono A/S,norm_lobbyregister_eintrag_2022-09-19_#0018436,
"""""",lobbyregister_client,lobbyregister,2022-02-24,OPED AG,OPED AG,norm_lobbyregister_eintrag_2022-09-19_#0018439,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Open Grid Europe GmbH,Open Grid Europe GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018447,
"""""",lobbyregister_client,lobbyregister,2022-02-27,Oracle Deutschland B.V. & Co.,Oracle Deutschland B.V. & Co.,norm_lobbyregister_eintrag_2022-09-19_#0018468,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Organon Healthcare GmbH,Organon Healthcare GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018489,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Orsted Wind Power Germany GmbH,Orsted Wind Power Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018491,
"""""",lobbyregister_client,lobbyregister,2022-06-28,Ostdeutsche Autobahntankstellengesellschaft mbH,Ostdeutsche Autobahntankstellengesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0018535,
"""""",lobbyregister_client,lobbyregister,2022-09-02,Ostdeutscher Bankenverband e.V.,Ostdeutscher Bankenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018536,
"""""",lobbyregister_client,lobbyregister,2022-06-30,Österreichisch-Bayerische Kraftwerke AG,Österreichisch-Bayerische Kraftwerke AG,norm_lobbyregister_eintrag_2022-09-19_#0018541,
"""""",lobbyregister_client,lobbyregister,2022-06-30,Österreichischer Gewerkschaftsbund (ÖGB) / Fachgewerkschaft vida,Österreichischer Gewerkschaftsbund (ÖGB) / Fachgewerkschaft vida,norm_lobbyregister_eintrag_2022-09-19_#0018545,
"""""",lobbyregister_client,lobbyregister,2022-04-22,Ottobock SE & Co. KAaA,Ottobock SE & Co. KAaA,norm_lobbyregister_eintrag_2022-09-19_#0018569,
"""""",lobbyregister_client,lobbyregister,2022-09-16,OVH GmbH,OVH GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018576,
"""""",lobbyregister_client,lobbyregister,2022-09-08,OVID Verband der ölsaatenverarbeitenden Industrie in Deutschland e.V.,OVID Verband der ölsaatenverarbeitenden Industrie in Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018577,
"""""",lobbyregister_client,lobbyregister,2022-03-17,Oxford PV Germany,Oxford PV Germany,norm_lobbyregister_eintrag_2022-09-19_#0018588,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Palantir Technologies GmbH,Palantir Technologies GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018600,
"""""",lobbyregister_client,lobbyregister,2022-09-02,Partner für Wasser e.V.,Partner für Wasser e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018647,
"""""",lobbyregister_client,lobbyregister,2022-05-06,patentverein.de e.V.,patentverein.de e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018662,
"""""",lobbyregister_client,lobbyregister,2022-02-25,Pathways Public Health GmbH,Pathways Public Health GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018663,
"""""",lobbyregister_client,lobbyregister,2022-03-25,Pathways Public  Health GmbH,Pathways Public Health GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018663,
"""""",lobbyregister_client,lobbyregister,2022-07-25,Patient21 GmbH,Patient21 GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018664,
"""""",lobbyregister_client,lobbyregister,2022-03-03,PAUL HARTMANN AG,PAUL HARTMANN AG,norm_lobbyregister_eintrag_2022-09-19_#0018674,
"""""",lobbyregister_client,lobbyregister,2022-06-15,Paul Wesjohann & Co. GmbH,Paul Wesjohann & Co. GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018677,
"""""",lobbyregister_client,lobbyregister,2022-07-20,PAYBACK GmbH,PAYBACK GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018683,
"""""",lobbyregister_client,lobbyregister,2022-02-28,PayPal (Europe) S.à r.l. et Cie,PayPal (Europe) S.à r.l. et Cie,norm_lobbyregister_eintrag_2022-09-19_#0018684,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Peaq Technology GmbH,Peaq Technology GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018693,
"""""",lobbyregister_client,lobbyregister,2022-02-15,Pegasystems GmbH,Pegasystems GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018702,
"""""",lobbyregister_client,lobbyregister,2022-07-25,PepsiCo Deutschland GmbH,PepsiCo Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018718,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Pernod Ricard Deutschland GmbH,Pernod Ricard Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018721,
"""""",lobbyregister_client,lobbyregister,2022-08-09,Pets Deli Tonius GmbH,Pets Deli Tonius GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018755,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Pexapark Ltd.,Pexapark Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0018758,
"""""",lobbyregister_client,lobbyregister,2022-08-09,PfalzMetall e. V.,PfalzMetall e. V.,norm_lobbyregister_eintrag_2022-09-19_#0018762,
"""""",lobbyregister_client,lobbyregister,2022-03-01,Pfizer Pharma GmbH,Pfizer Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018771,
"""""",lobbyregister_client,lobbyregister,2022-06-14,PFLEGEN & WOHNEN HAMBURG,PFLEGEN & WOHNEN HAMBURG,norm_lobbyregister_eintrag_2022-09-19_#0018776,
"""""",lobbyregister_client,lobbyregister,2022-03-21,PHAGRO,PHAGRO,norm_lobbyregister_eintrag_2022-09-19_#0018779,
"""""",lobbyregister_client,lobbyregister,2022-07-25,Philip Morris GmbH,Philip Morris GmbH,norm_lobbypedia_parteispenden_2022-09-19_#0018790,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Philips GmbH,Philips GmbH,norm_a_watch_organisation_2022-09-19_#0018794,
"""""",lobbyregister_client,lobbyregister,2022-02-17,PHOTONIS GROUP,PHOTONIS GROUP,norm_lobbyregister_eintrag_2022-09-19_#0018810,
"""""",lobbyregister_client,lobbyregister,2022-04-28,Piffl Medien,Piffl Medien,norm_lobbyregister_eintrag_2022-09-19_#0018819,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Pivot Bio,Pivot Bio,norm_lobbyregister_eintrag_2022-09-19_#0018824,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Planet A GmbH,Planet A GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018833,
"""""",lobbyregister_client,lobbyregister,2022-08-31,PlanET Biogastechnik GmbH,PlanET Biogastechnik GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018835,
"""""",lobbyregister_client,lobbyregister,2022-09-05,Planet Payment Germany GmbH,Planet Payment Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018836,
"""""",lobbyregister_client,lobbyregister,2022-02-23,Plantan GmbH,Plantan GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018839,
"""""",lobbyregister_client,lobbyregister,2022-07-06,Plant Litter Association,Plant Litter Association,norm_lobbyregister_eintrag_2022-09-19_#0018841,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Planungsbüro Rossow Gesellschaft für Versorgungstechnik mbH,Planungsbüro Rossow Gesellschaft für Versorgungstechnik mbH,norm_lobbyregister_eintrag_2022-09-19_#0018842,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Plasma Protein Therapeutics Association (PPTA) Deutschland e.V.,Plasma Protein Therapeutics Association (PPTA) Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018844,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Plastics Europe,Plastics Europe,norm_lobbyregister_eintrag_2022-09-19_#0018847,
"""""",lobbyregister_client,lobbyregister,2022-08-27,Plastics Europe Deutschland e.V.,Plastics Europe Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018852,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Plukon Brenz GmbH,Plukon Brenz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018891,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Plukon Gudensberg GmbH,Plukon Gudensberg GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018892,
"""""",lobbyregister_client,lobbyregister,2022-09-13,PMeV - Professioneller Mobilfunk e. V.,PMeV - Professioneller Mobilfunk e. V.,norm_lobbyregister_eintrag_2022-09-19_#0018894,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Postcode Lotterie DT gemeinnützige GmbH,Postcode Lotterie DT gemeinnützige GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018919,
"""""",lobbyregister_client,lobbyregister,2022-06-02,powercloud GmbH,powercloud GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018924,
"""""",lobbyregister_client,lobbyregister,2022-07-21,PPTA Deutschland e.V.,PPTA Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018932,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Prepaid Verband Deutschland e. V.,Prepaid Verband Deutschland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0018943,
"""""",lobbyregister_client,lobbyregister,2022-09-14,PreZero Stiftung & Co. KG,PreZero Stiftung & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0018959,
"""""",lobbyregister_client,lobbyregister,2022-06-02,PricewaterhouseCoopers GmbH,PricewaterhouseCoopers GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018962,
"""""",lobbyregister_client,lobbyregister,2022-06-02,PRIMAGAS Energie GmbH,PRIMAGAS Energie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018964,
"""""",lobbyregister_client,lobbyregister,2022-06-15,Private Universität Witten/Herdecke gGmbH,Private Universität Witten/Herdecke gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0018983,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Procter & Gamble Service GmbH,Procter & Gamble Service GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019001,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Procter & Gamble Services Company NV,Procter & Gamble Services Company NV,norm_lobbyregister_eintrag_2022-09-19_#0019002,
"""""",lobbyregister_client,lobbyregister,2022-04-28,ProPaketBox e.V.,ProPaketBox e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019079,
"""""",lobbyregister_client,lobbyregister,2022-05-10,Propan Rheingas GmbH & Co. KG,Propan Rheingas GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0019080,
"""""",lobbyregister_client,lobbyregister,2022-05-06,Pro Psychotherapie e.V.,Pro Psychotherapie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019081,
"""""",lobbyregister_client,lobbyregister,2022-09-01,ProSiebenSat.1 Media SE,ProSiebenSat.1 Media SE,norm_lobbyregister_eintrag_2022-09-19_#0019086,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Provinzial Rheinland Verischerung Aktiengesellschaft,Provinzial Rheinland Verischerung Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0019102,
"""""",lobbyregister_client,lobbyregister,2022-09-14,PTC Therapeutics Germany GmbH,PTC Therapeutics Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019125,
"""""",lobbyregister_client,lobbyregister,2022-09-13,PYREG GmbH,PYREG GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019146,
"""""",lobbyregister_client,lobbyregister,2022-06-21,Qatar Tourism Authority,Qatar Tourism Authority,norm_lobbyregister_eintrag_2022-09-19_#0019147,
"""""",lobbyregister_client,lobbyregister,2022-02-23,Q-Chem NV,Q-Chem NV,norm_lobbyregister_eintrag_2022-09-19_#0019151,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Q-Energy Deutschland GmbH,Q-Energy Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019153,
"""""",lobbyregister_client,lobbyregister,2022-04-25,Qualcomm CDMA Technologies GmbH,Qualcomm CDMA Technologies GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019168,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Qualitätsgedämmt e.V.,Qualitätsgedämmt e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019173,
"""""",lobbyregister_client,lobbyregister,2022-06-03,Qualitätsgedämmt e. V.,Qualitätsgedämmt e. V.,norm_lobbyregister_eintrag_2022-09-19_#0019174,
"""""",lobbyregister_client,lobbyregister,2022-02-25,QUNDIS GmbH,QUNDIS GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019199,
"""""",lobbyregister_client,lobbyregister,2022-09-13,R+V Versicherung AG,R+V Versicherung AG,norm_lobbypedia_parteispenden_2022-09-19_#0019207,
"""""",lobbyregister_client,lobbyregister,2022-03-22,Raft Technologies,Raft Technologies,norm_lobbyregister_eintrag_2022-09-19_#0019219,
"""""",lobbyregister_client,lobbyregister,2022-06-30,Raiffeisen-Holding Niederösterreich-Wien,Raiffeisen-Holding Niederösterreich-Wien,norm_lobbyregister_eintrag_2022-09-19_#0019228,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Rasche und Weßler GmbH,Rasche und Weßler GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019254,
"""""",lobbyregister_client,lobbyregister,2022-03-18,Rasmussen Global,Rasmussen Global,norm_lobbyregister_eintrag_2022-09-19_#0019255,
"""""",lobbyregister_client,lobbyregister,2022-06-29,Raytheon Company,Raytheon Company,norm_lobbyregister_eintrag_2022-09-19_#0019281,
"""""",lobbyregister_client,lobbyregister,2022-05-25,RDA Internationaler Bustouristik Verband e.V.,RDA Internationaler Bustouristik Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019291,
"""""",lobbyregister_client,lobbyregister,2022-09-13,REEMTSMA Cigarettenfabriken GmbH,REEMTSMA Cigarettenfabriken GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019336,
"""""",lobbyregister_client,lobbyregister,2022-09-01,REGUPOL BSW GmbH,REGUPOL BSW GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019400,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Rehcura Personaldienstleistungen im Gesundheitsbereich GmbH,Rehcura Personaldienstleistungen im Gesundheitsbereich GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019408,
"""""",lobbyregister_client,lobbyregister,2022-03-22,Republic Affairs,Republic Affairs,norm_lobbyregister_eintrag_2022-09-19_#0019461,
"""""",lobbyregister_client,lobbyregister,2022-03-21,Republic Affairs®,Republic Affairs®,norm_lobbyregister_eintrag_2022-09-19_#0019462,
"""""",lobbyregister_client,lobbyregister,2022-05-07,Republic Affairs GmbH,Republic Affairs GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019463,
"""""",lobbyregister_client,lobbyregister,2022-09-08,ResMed Corp.,ResMed Corp.,norm_lobbyregister_eintrag_2022-09-19_#0019472,
"""""",lobbyregister_client,lobbyregister,2022-09-15,REWE-ZENTRALFINANZ eG (REWE Group),REWE-ZENTRALFINANZ eG (REWE Group),norm_lobbyregister_eintrag_2022-09-19_#0019496,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Rheinischer Rübenbauer-Verband e.V.,Rheinischer Rübenbauer-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019517,
"""""",lobbyregister_client,lobbyregister,2022-06-13,Right4Water - Wasserschutz e.V.,Right4Water - Wasserschutz e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019550,
"""""",lobbyregister_client,lobbyregister,2022-01-11,Ring Katholischer Deutscher Burschenschaften (RKDB),Ring Katholischer Deutscher Burschenschaften (RKDB),norm_lobbyregister_eintrag_2022-09-19_#0019561,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Rio Tinto,Rio Tinto,norm_lobbyregister_eintrag_2022-09-19_#0019562,
"""""",lobbyregister_client,lobbyregister,2022-05-01,RMRC GmbH,RMRC GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019575,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Robert Bosch GmbH,Robert Bosch GmbH,norm_lobbypedia_parteispenden_2022-09-19_#0019576,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Roche Diabetes Care Deutschland GmbH,Roche Diabetes Care Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019589,
"""""",lobbyregister_client,lobbyregister,2022-09-01,Roche Diagnostics GmbH,Roche Diagnostics GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019592,
"""""",lobbyregister_client,lobbyregister,2022-04-05,Roche Pharma,Roche Pharma,norm_lobbyregister_eintrag_2022-09-19_#0019593,
"""""",lobbyregister_client,lobbyregister,2022-05-31,Roche Pharma AG,Roche Pharma AG,norm_lobbyregister_eintrag_2022-09-19_#0019594,
"""""",lobbyregister_client,lobbyregister,2022-08-26,Rocket Factory Augsburg AG,Rocket Factory Augsburg AG,norm_lobbyregister_eintrag_2022-09-19_#0019597,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Rock Tech Lithium Inc.,Rock Tech Lithium Inc.,norm_lobbyregister_eintrag_2022-09-19_#0019599,
"""""",lobbyregister_client,lobbyregister,2022-02-23,Rohde & Schwarz GmbH & Co. KG,Rohde & Schwarz GmbH & Co. KG,norm_lobbypedia_parteispenden_2022-09-19_#0019606,
